#! FIELDS phi psi b1.fes
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  31
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  31
#! SET periodic_psi true
   -3.141592654   -3.141592654   22.408200040
   -2.938909257   -3.141592654   16.586232008
   -2.736225860   -3.141592654   13.341027182
   -2.533542463   -3.141592654   15.239500310
   -2.330859066   -3.141592654   23.798161042
   -2.128175669   -3.141592654   26.104422673
   -1.925492272   -3.141592654   17.731127571
   -1.722808875   -3.141592654   18.733968426
   -1.520125478   -3.141592654   22.315934625
   -1.317442081   -3.141592654   17.485045942
   -1.114758684   -3.141592654   31.563019713
   -0.912075287   -3.141592654   37.055780403
   -0.709391890   -3.141592654   43.650833287
   -0.506708493   -3.141592654   57.080429661
   -0.304025096   -3.141592654   68.624711804
   -0.101341699   -3.141592654   69.353813321
    0.101341699   -3.141592654   69.897609642
    0.304025096   -3.141592654   67.529964317
    0.506708493   -3.141592654   55.115171952
    0.709391890   -3.141592654   43.543746351
    0.912075287   -3.141592654   26.153181326
    1.114758684   -3.141592654   28.804993057
    1.317442081   -3.141592654   44.536642137
    1.520125478   -3.141592654   55.631287469
    1.722808875   -3.141592654   68.127248908
    1.925492272   -3.141592654   71.671699003
    2.128175669   -3.141592654   76.088763201
    2.330859066   -3.141592654   72.755365590
    2.533542463   -3.141592654   71.773582424
    2.736225860   -3.141592654   61.662114713
    2.938909257   -3.141592654   46.798387506

   -3.141592654   -2.938909257   36.855511286
   -2.938909257   -2.938909257   22.760574483
   -2.736225860   -2.938909257   27.676938990
   -2.533542463   -2.938909257   26.969391672
   -2.330859066   -2.938909257   31.370378331
   -2.128175669   -2.938909257   29.048452464
   -1.925492272   -2.938909257   28.707655067
   -1.722808875   -2.938909257   33.948805807
   -1.520125478   -2.938909257   23.623870750
   -1.317442081   -2.938909257   31.285159443
   -1.114758684   -2.938909257   44.869844694
   -0.912075287   -2.938909257   49.235337338
   -0.709391890   -2.938909257   62.973419571
   -0.506708493   -2.938909257   70.720301799
   -0.304025096   -2.938909257   74.094614052
   -0.101341699   -2.938909257   74.644805164
    0.101341699   -2.938909257   75.307778713
    0.304025096   -2.938909257   70.386619086
    0.506708493   -2.938909257   58.128051820
    0.709391890   -2.938909257   45.261783175
    0.912075287   -2.938909257   34.985408490
    1.114758684   -2.938909257   32.649372003
    1.317442081   -2.938909257   48.497629489
    1.520125478   -2.938909257   66.508848549
    1.722808875   -2.938909257   74.008575078
    1.925492272   -2.938909257   77.605636168
    2.128175669   -2.938909257   80.681985759
    2.330859066   -2.938909257   78.724078253
    2.533542463   -2.938909257   77.792726168
    2.736225860   -2.938909257   67.968596907
    2.938909257   -2.938909257   62.142091919

   -3.141592654   -2.736225860   57.723671643
   -2.938909257   -2.736225860   40.591805890
   -2.736225860   -2.736225860   40.724502830
   -2.533542463   -2.736225860   37.939305640
   -2.330859066   -2.736225860   38.047772670
   -2.128175669   -2.736225860   41.066594339
   -1.925492272   -2.736225860   45.792439067
