#! FIELDS phi psi b1.bias der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  31
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  31
#! SET periodic_psi true
   -3.141592654   -3.141592654   31.509496280  -93.389109980   34.964289896
   -2.938909257   -3.141592654   37.331464312    6.701221623   21.836964219
   -2.736225860   -3.141592654   40.576669139  -28.422810713   15.429938351
   -2.533542463   -3.141592654   38.678196011   46.978466449   43.919245787
   -2.330859066   -3.141592654   30.119535278   26.194543450   50.254132777
   -2.128175669   -3.141592654   27.813273647  -10.949728137   11.445388747
   -1.925492272   -3.141592654   36.186568749  -47.958600283    5.826926250
   -1.722808875   -3.141592654   35.183727894   51.141155405   19.704297745
   -1.520125478   -3.141592654   31.601761695  -35.803298684  -87.110161467
   -1.317442081   -3.141592654   36.432650379   31.032066897  -28.370038070
   -1.114758684   -3.141592654   22.354676608   64.522573253   62.505076798
   -0.912075287   -3.141592654   16.861915917   10.134238825   26.490330889
   -0.709391890   -3.141592654   10.266863033   56.135837659   71.258618153
   -0.506708493   -3.141592654   -3.162733341   70.571199067   63.212492527
   -0.304025096   -3.141592654  -14.707015484   31.234376654   37.373245306
   -0.101341699   -3.141592654  -15.436117001   -9.558786192   22.853653645
    0.101341699   -3.141592654  -15.979913322   11.397948612   27.466312739
    0.304025096   -3.141592654  -13.612267997  -45.507383892   17.977806884
    0.506708493   -3.141592654   -1.197475632  -59.130028860    6.202041695
    0.709391890   -3.141592654   10.373949969  -72.268222964    9.195292767
    0.912075287   -3.141592654   27.764514994  -66.009602131   78.418501733
    1.114758684   -3.141592654   25.112703263   82.435870533   86.936861648
    1.317442081   -3.141592654    9.381054183   51.967660168   39.473513478
    1.520125478   -3.141592654   -1.713591149   72.810226768   40.633447130
    1.722808875   -3.141592654  -14.209552588   30.340626902   28.660274363
    1.925492272   -3.141592654  -17.754002683   25.342070379    8.942299485
    2.128175669   -3.141592654  -22.171066881   -1.856169825   21.030560857
    2.330859066   -3.141592654  -18.837669270   -9.206612560   16.495893479
    2.533542463   -3.141592654  -17.855886104  -23.136779335   31.362687202
    2.736225860   -3.141592654   -7.744418393  -60.644287148   28.170453011
    2.938909257   -3.141592654    7.119308814 -105.098661940   79.918992248

   -3.141592654   -2.938909257   17.062185034 -146.261045207  103.468324161
   -2.938909257   -2.938909257   31.157121837   12.803381910   51.814118545
   -2.736225860   -2.938909257   26.240757330    4.769921037   99.325315278
   -2.533542463   -2.938909257   26.948304648    9.033069260   61.417539851
   -2.330859066   -2.938909257   22.547317989   15.543357058   27.698127975
   -2.128175669   -2.938909257   24.869243857  -27.716341724   35.315935191
   -1.925492272   -2.938909257   25.210041253   33.483294677   95.528200333
   -1.722808875   -2.938909257   19.968890513  -15.705542458   96.589567506
   -1.520125478   -2.938909257   30.293825570  -39.536829584  109.580436339
   -1.317442081   -2.938909257   22.632536877   96.280396817  110.479537212
   -1.114758684   -2.938909257    9.047851626   19.990709647   57.769134428
   -0.912075287   -2.938909257    4.682358982   51.114894577   94.895185408
   -0.709391890   -2.938909257   -9.055723251   60.127811459   87.103110989
   -0.506708493   -2.938909257  -16.802605479   24.353830935   55.777083733
   -0.304025096   -2.938909257  -20.176917732    6.699113012   17.178390290
   -0.101341699   -2.938909257  -20.727108844    4.601668210   26.406271353
    0.101341699   -2.938909257  -21.390082393   -5.711543860   20.441367131
    0.304025096   -2.938909257  -16.468922766  -43.881431025   18.013069253
    0.506708493   -2.938909257   -4.210355500  -70.689101198   13.854813109
    0.709391890   -2.938909257    8.655913146  -53.445924362   16.824324336
    0.912075287   -2.938909257   18.932287830  -46.003542692    1.887054698
    1.114758684   -2.938909257   21.268324317   37.662320159  -16.164383852
    1.317442081   -2.938909257    5.420066831   99.868980954   23.266322668
    1.520125478   -2.938909257  -12.591152229   67.329672490   56.900270783
    1.722808875   -2.938909257  -20.090878758   13.301091785   42.505570697
    1.925492272   -2.938909257  -23.687939848   27.849809017   52.000989375
    2.128175669   -2.938909257  -26.764289439   -7.777257302   29.304722647
    2.330859066   -2.938909257  -24.806381933    3.128248469   42.307726192
    2.533542463   -2.938909257  -23.875029847  -33.715580291   26.814624733
    2.736225860   -2.938909257  -14.050900587  -35.211892231   42.304979300
    2.938909257   -2.938909257   -8.224395599  -62.285539539   51.162836063

   -3.141592654   -2.736225860   -3.805975323  -84.902251001   86.140739282
   -2.938909257   -2.736225860   13.325890430  -44.667810568  111.090808659
   -2.736225860   -2.736225860   13.193193490   10.851519145   32.208859764
   -2.533542463   -2.736225860   15.978390681  -21.320448307   46.093486155
   -2.330859066   -2.736225860   15.869923651   15.465906673   42.214227664
   -2.128175669   -2.736225860   12.851101981   19.052313658   67.948503226
   -1.925492272   -2.736225860    8.125257253   15.037038703   55.571410475
   -1.722808875   -2.736225860    8.387228798   -5.828971991   21.121135000
   -1.520125478   -2.736225860    8.875390245   -9.739933613   56.000430416
   -1.317442081   -2.736225860   10.839802832   17.267297638   29.889394953
   -1.114758684   -2.736225860   -2.122176820   82.354773483   59.593955426
   -0.912075287   -2.736225860  -11.251103749   15.152449617   44.079695255
   -0.709391890   -2.736225860  -17.308450512   44.477893829   11.743321610
   -0.506708493   -2.736225860  -21.984633151   -1.007648587    7.097556458
   -0.304025096   -2.736225860  -23.301683678   19.227091172   17.668922548
   -0.101341699   -2.736225860  -24.648885184  -10.827508746   13.180637652
    0.101341699   -2.736225860  -23.699394777    5.414756020    7.416027059
    0.304025096   -2.736225860  -20.308956449  -50.746033656   12.295845774
    0.506708493   -2.736225860   -8.276320340  -50.695581509   35.786256913
    0.709391890   -2.736225860    2.313619974  -68.764218076   29.466807716
    0.912075287   -2.736225860   17.137832803  -51.713612162   24.243484447
    1.114758684   -2.736225860   15.489508672   69.031090726   74.168533237
    1.317442081   -2.736225860   -4.552829080  104.295374728   62.382203246
    1.520125478   -2.736225860  -20.434101618   54.652415572   21.008177917
    1.722808875   -2.736225860  -30.263421986   40.983753825   37.908893662
    1.925492272   -2.736225860  -33.520915750   -6.532156996   29.920538229
    2.128175669   -2.736225860  -33.394873079   10.308824563   29.041524319
    2.330859066   -2.736225860  -32.932296727  -21.808618249   29.091732338
    2.533542463   -2.736225860  -28.960952318   -9.791223326   24.277760324
    2.736225860   -2.736225860  -23.969119720  -50.022885221   41.811865842
    2.938909257   -2.736225860  -13.921088168  -35.203597345   25.710593308

   -3.141592654   -2.533542463  -15.332600609  -40.283023349   31.634484940
   -2.938909257   -2.533542463   -5.038527736  -55.227485317   59.133027468
   -2.736225860   -2.533542463    3.998682830  -28.518014463   63.616987840
   -2.533542463   -2.533542463    6.128506267    3.544048136   57.673075352
   -2.330859066   -2.533542463    4.802646199    6.978788322   64.254122374
   -2.128175669   -2.533542463    2.783087140   13.109657414   31.706822947
   -1.925492272   -2.533542463    1.233734190   -1.806610218   24.007373582
   -1.722808875   -2.533542463    2.515994368   -4.787629582   46.601156690
   -1.520125478   -2.533542463    1.693310016   15.330951750   47.688533041
   -1.317442081   -2.533542463   -4.822147920   47.255271018  106.701990636
