#Iteration cv_0 cv_1 cv_2
6586000 3.3399614 14.131489 8.7919439
6587000 3.3746378 14.033275 7.171738
6588000 0.91291821 13.277337 7.5970913
6589000 3.9305652 13.978971 6.5662795
6590000 2.3791444 14.231293 8.0727606
6591000 0.68830091 12.605863 7.1056721
6592000 1.087412 14.178175 6.0982252
6593000 1.160634 14.246916 5.9325224
6594000 0.31651281 15.014079 8.3243845
6595000 4.9384955 12.88088 7.0219113
6596000 3.8725882 13.496549 8.1352279
6597000 4.3308418 14.329491 7.470705
6598000 5.4615474 10.078047 6.3228275
6599000 8.6180004 13.783622 8.4375667
6600000 8.8347006 6.8421431 9.4937578
6601000 8.6416055 13.920275 9.2595635
6602000 8.1440879 13.472799 6.5248232
6603000 8.6656645 14.865325 8.3093691
6604000 9.8285803 8.6669175 9.1707419
6605000 8.322061 8.4568617 5.6826341
6606000 10.611123 13.493218 2.8853371
6607000 11.461989 12.760209 3.777774
6608000 10.484798 10.670204 2.2308237
6609000 7.5018353 5.7471225 2.8409254
6610000 7.4905009 14.559933 2.3729228
6611000 5.6179281 14.320854 3.6722537
6612000 7.3959316 9.3125488 3.9689284
6613000 8.5373656 15.12192 2.3417608
6614000 11.382961 14.982597 3.5859799
6615000 12.291313 13.613309 2.799776
6616000 14.321447 11.35308 2.7707286
6617000 15.643536 12.43091 6.5145807
6618000 15.496421 15.000142 3.3539941
6619000 16.145127 11.817311 4.7584139
6620000 15.104893 12.811024 4.5305889
6621000 16.062861 9.966867 8.1879937
6622000 16.066076 8.2240784 9.0236517
6623000 15.187626 7.7272477 1.7143974
6624000 17.632244 7.7943492 7.8858608
6625000 17.507756 8.3520803 5.6610244
6626000 16.3855 9.7056405 4.9305785
6627000 16.292115 10.792571 9.2517042
6628000 18.284245 9.2564542 9.7448154
6629000 16.987649 9.0230848 7.6309623
6630000 16.464373 9.5527735 9.882966
6631000 16.054846 4.7158841 8.3978672
6632000 18.686093 3.8226948 9.5292337
6633000 16.961447 0.62763691 8.8720082
6634000 15.413462 1.7478062 7.0946675
6635000 14.312288 1.9191606 4.3351768
6636000 11.740017 0.57988705 8.8790417
6637000 10.857994 3.4785519 3.7651606
6638000 8.5000688 2.7675913 10.034235
6639000 9.9935594 1.9040988 1.3464087
6640000 10.74145 3.7518422 8.027791
6641000 10.357023 4.632995 10.110999
6642000 6.3020428 5.5239275 8.8713251
6643000 6.7359028 7.831186 9.2099586
6644000 7.5588715 7.4266955 6.8119858
6645000 7.9990623 7.9543847 1.2267633
6646000 6.4373412 9.4140736 9.841159
6647000 8.6621916 8.0812644 9.0176554
6648000 9.5621433 8.7028483 10.068713
6649000 8.6537674 6.1272232 9.7889897
6650000 9.1562775 8.494793 6.1122402
6651000 10.927793 11.438371 8.519845
6652000 11.972004 9.7380941 3.4090677
6653000 8.5066999 8.8322436 0.93303452
6654000 8.3446395 8.5273711 8.0387818
6655000 6.7896639 7.1723364 9.3556619
6656000 7.7339495 6.1901845 9.153551
6657000 9.3306071 6.3557916 1.6956508
6658000 10.210017 10.035315 2.6457004
6659000 11.530601 9.7802856 2.5783876
6660000 11.386445 9.3783563 7.8425938
6661000 11.471894 8.9531355 9.4807704
6662000 10.101928 9.9041953 9.7128783
6663000 10.762094 10.961296 9.7147015
6664000 10.882478 8.5641306 3.5598266
6665000 7.9117026 9.3737002 3.8266614
6666000 9.4726681 11.565856 3.8519985
6667000 9.5541901 11.984842 5.5165406
6668000 9.0827871 12.53354 5.7627614
6669000 6.783851 13.553934 3.9712343
6670000 3.0020035 14.342857 1.9134287
6671000 4.8578063 13.659216 0.91300422
6672000 5.1810922 13.241002 0.479088
6673000 6.5019012 10.525803 2.9196385
6674000 6.5502643 4.2298976 2.9440637
6675000 8.6344434 9.7678911 2.0407553
6676000 6.7241036 14.212631 0.96736954
6677000 6.7766605 4.2185282 1.2992251
6678000 10.555006 13.938609 1.7298358
6679000 13.279761 14.705097 1.7092413
6680000 13.003542 7.5578609 0.90309728
6681000 12.845839 14.284047 0.91236674
6682000 14.342652 2.3362125 0.24254605
6683000 16.296853 13.39269 0.27901211
6684000 17.679385 13.708407 1.9569935
6685000 17.389185 13.910593 3.6150947
6686000 17.509123 14.567009 6.3356396
6687000 16.518349 14.248262 5.5545782
6688000 12.276838 14.260474 4.3732313
6689000 12.154105 13.882758 6.0602236
6690000 11.022944 13.569243 4.5821713
6691000 15.013746 14.941639 3.7187848
6692000 16.645591 6.9725765 4.5342856
6693000 14.483413 13.889091 4.6440629
6694000 14.520894 14.101274 3.2613832
6695000 13.881887 4.8050836 1.327169
6696000 16.328853 11.895608 3.1190496
6697000 18.474587 1.1140071 2.9892736
6698000 19.112253 11.980066 1.0069652
6699000 6.5855366 0.75609215 0.5375167
6700000 19.044684 13.817571 0.8833251
6701000 6.0811031 10.653239 0.72724547
6702000 1.0601793 10.005575 0.3393836
6703000 10.254265 9.7641865 0.2181283
6704000 13.912387 9.080207 0.46774975
6705000 12.66243 10.851982 0.70730544
6706000 19.144308 7.3618829 0.77215994
6707000 18.982622 6.9985945 2.4601286
6708000 18.593874 7.636849 3.8751226
6709000 20.173554 7.303376 4.6232462
6710000 18.078753 5.257596 6.4138361
6711000 17.480915 5.2826742 6.9365674
6712000 15.061564 10.025422 3.5375723
6713000 8.3497908 9.6660871 5.9381084
6714000 20.007228 10.051519 7.3962023
6715000 1.942577 8.0543325 9.7070526
6716000 12.737076 8.0380182 8.9264024
6717000 16.997741 5.2168458 1.1958362
6718000 5.1839738 4.1055418 7.9633312
6719000 14.462985 4.8891552 7.9139249
6720000 2.4062252 5.5246473 4.4192377
6721000 16.868778 7.8023848 9.792258
6722000 16.589525 6.4185807 9.3869254
6723000 19.974979 2.4745165 8.6109319
6724000 3.1297987 1.6544601 7.9818433
6725000 17.596392 1.0463406 6.7551656
6726000 19.48375 1.8122681 4.9712427
6727000 19.546742 2.7393656 5.8070475
6728000 19.364713 6.0942043 4.5427567
6729000 4.0923393 4.0598402 4.3958175
6730000 18.42652 6.4589261 5.2649114
6731000 5.1512701 5.4693172 3.3395043
6732000 17.218671 4.8022516 5.0210146
6733000 18.563356 5.2328909 2.9342597
6734000 3.6921774 3.2904596 3.4488635
6735000 17.707533 1.4853769 2.0433031
6736000 3.102622 0.34070599 4.2785371
6737000 16.352842 0.22174736 3.608686
6738000 3.8895124 0.17628492 3.6804622
6739000 14.32615 0.46609548 5.2744988
6740000 14.870263 0.99385742 3.609312
6741000 19.397312 2.6715217 7.282427
6742000 18.594543 5.5052639 6.4031856
6743000 17.66322 5.3774421 6.5399291
6744000 17.225507 5.9552045 6.3527575
6745000 19.39008 6.7448016 9.4497258
6746000 12.435483 6.0533303 9.2035789
6747000 19.433047 8.8328034 9.1908531
6748000 4.7886258 10.428266 10.051511
6749000 19.683612 12.903448 0.65184818
6750000 10.977808 12.550028 6.8060356
6751000 19.728933 12.877052 3.7215175
6752000 2.1854665 13.372485 9.1562297
6753000 19.439546 11.597443 7.9441533
6754000 17.663259 11.771741 8.1785645
6755000 18.561627 11.036411 9.7629183
6756000 17.253545 10.89121 8.2931787
6757000 2.6138551 8.771614 5.9783834
6758000 4.8932302 10.613513 5.3507802
6759000 14.534054 14.608108 5.7681384
6760000 2.6907957 3.0698427 3.4159363
6761000 5.8723452 13.457776 2.364353
6762000 14.133065 13.740687 5.5276543
6763000 19.822727 14.783483 5.8905375
6764000 13.111024 9.4099688 3.1401447
6765000 10.278649 1.3279622 1.0944447
6766000 19.781211 15.083325 0.79461503
6767000 18.775599 4.3756893 2.074514
6768000 19.089016 13.274389 3.1632003
6769000 19.462323 0.24860404 1.1580514
6770000 8.1529786 11.194066 1.3340755
6771000 9.0361194 1.049666 1.8361408
6772000 2.1507044 14.136704 2.1519615
6773000 19.783636 1.2835025 2.0583846
6774000 10.295567 13.830462 1.6744853
6775000 1.5713797 5.5942679 3.0916027
6776000 13.916443 14.049158 4.6502963
6777000 10.805784 7.2835327 3.0285055
6778000 13.49963 13.408248 2.4220255
6779000 4.1393493 14.137684 3.1429642
6780000 20.149793 14.121378 2.7595397
6781000 18.898305 1.6200437 1.7359969
6782000 19.364032 12.336058 1.4243769
6783000 19.927606 13.749869 0.64722394
6784000 19.371947 14.812181 1.3341149
6785000 17.59935 13.61726 3.0823818
6786000 17.479604 14.214725 2.9412029
6787000 19.765006 14.809034 2.3959137
6788000 10.251812 14.494328 2.2575948
6789000 16.261939 11.755004 3.2501522
6790000 0.62558704 13.561655 5.5048893
6791000 18.096091 3.6192995 4.8988996
6792000 7.5465004 12.782383 4.7491048
6793000 19.063287 0.81332263 4.7023766
6794000 10.975597 12.091135 0.99566059
6795000 19.555505 2.4095008 0.098274151
6796000 10.598826 13.141446 4.8751516
6797000 19.234914 11.580023 3.4586059
6798000 8.1255098 11.739542 5.4580265
6799000 19.78539 10.152153 6.5929663
6800000 19.69507 11.609916 6.6003797
6801000 18.873895 12.198131 3.1992743
6802000 17.746381 11.657141 2.3706117
6803000 15.186072 10.32246 0.89968504
6804000 16.918095 8.6778016 2.1168676
6805000 18.564832 8.7965713 2.7118659
6806000 9.4212608 10.701821 5.1959711
6807000 16.023946 11.135074 3.1120085
6808000 14.870999 11.928963 0.74397154
6809000 18.598738 12.495496 0.48764252
6810000 16.063195 10.974755 0.20632789
6811000 2.236301 11.674395 1.0407223
6812000 19.95468 12.102934 0.9023698
6813000 10.514691 12.589222 0.95920671
6814000 11.64415 13.313823 4.4309715
6815000 1.1252273 13.194301 1.8137367
6816000 19.435531 13.160975 4.1826068
6817000 17.471705 14.302686 5.4429398
6818000 16.369885 13.325992 5.8530555
6819000 19.979517 14.336417 7.0346234
6820000 20.079996 13.650868 7.4831194
6821000 5.4555982 11.067702 3.3120903
6822000 17.563544 10.836257 4.091851
6823000 19.044374 13.955833 3.9235863
6824000 13.977861 6.219014 3.2718793
6825000 16.555374 6.8658221 3.0040902
6826000 16.087289 8.7310858 5.4743147
6827000 15.737483 1.0575239 3.0616805
6828000 14.840132 14.127027 0.44164772
6829000 12.943335 13.982112 0.62952222
6830000 13.570118 14.637502 0.42451001
6831000 11.317627 6.8388397 0.78033721
6832000 9.3308949 11.578073 1.1152442
6833000 8.4689472 9.5076018 1.2675552
6834000 7.5560227 9.7231362 2.048382
6835000 8.5963068 8.3556837 0.578989
6836000 5.3659943 8.7055498 1.2637375
6837000 5.928687 9.6632606 0.95678402
6838000 6.1403454 8.7499442 0.40831444
6839000 4.9770912 11.443003 2.2463009
6840000 7.1224955 10.608014 0.57108336
6841000 8.1312399 9.4638175 1.6969679
6842000 8.3803524 9.8203886 0.094360987
6843000 6.7216973 11.324887 0.87314222
6844000 5.8166988 8.1273054 1.7195132
6845000 7.3603526 7.4874716 4.4437339
6846000 7.18253 10.338506 4.0766376
6847000 6.3378452 12.457415 2.887831
6848000 6.4938205 10.935004 0.67264827
6849000 7.5481585 11.748107 0.9066384
6850000 8.7969606 12.543139 0.1197346
6851000 9.6937489 13.374168 0.50957147
6852000 10.148806 14.382136 0.38611788
6853000 6.947907 12.957244 0.5573563
6854000 6.6001001 12.883266 1.1707234
6855000 8.8102711 14.255073 4.6151505
6856000 8.220087 12.289112 5.0602943
6857000 9.4791643 10.529383 4.8160511
6858000 7.7821735 13.525326 4.7300187
6859000 11.363239 3.1052267 7.0087322
6860000 11.223328 7.1651719 7.2473193
6861000 6.7445263 8.0809069 6.2770673
6862000 8.7466202 14.329323 5.8552132
6863000 9.4542904 12.928297 6.3625608
6864000 9.8458767 12.493219 3.6345219
6865000 8.7918731 14.810837 1.4761721
6866000 6.3316484 14.913463 2.1240467
6867000 7.191437 8.6700148 0.32021821
6868000 8.0298417 14.347011 1.7158178
6869000 7.5064189 13.119753 2.9002212
6870000 9.1870924 14.753106 1.0706718
6871000 9.5509379 2.0891548 1.7931748
6872000 6.3102315 9.4715927 0.97435153
6873000 7.0120196 10.826987 0.91960988
6874000 9.4289985 12.287741 1.9826575
6875000 8.2950791 12.974036 3.078859
6876000 7.6730975 11.162297 3.1009858
6877000 9.3851308 0.53840257 0.40342925
6878000 12.517951 5.6330858 1.0158775
6879000 10.823338 3.1440396 1.4280631
6880000 9.5191659 10.095316 1.717934
6881000 10.030765 11.427247 0.31406839
6882000 7.3867284 8.8351702 0.28937102
6883000 11.106505 0.86178252 0.81867886
6884000 9.8603014 10.277667 1.871801
6885000 9.3288713 10.912815 0.26922975
6886000 8.4993933 13.739708 0.10059725
6887000 9.130641 14.483808 0.53802855
6888000 9.7058264 14.658631 0.45583395
6889000 9.2383965 13.974468 0.063983838
6890000 9.315684 14.73692 0.22878495
6891000 10.915114 6.2006968 0.44879712
6892000 9.5038383 13.885115 0.31183985
6893000 8.3767017 2.0596743 1.0512361
6894000 8.7650657 13.813231 0.16923379
6895000 7.9208711 14.168891 0.85944029
6896000 6.4831451 9.998976 4.6465906
6897000 7.2652094 11.34685 7.4641544
6898000 4.9011836 8.2440233 9.245678
6899000 1.9724541 12.322028 0.93380773
6900000 0.6123292 14.46695 7.880248
6901000 1.4670004 5.0778418 8.9586323
6902000 1.2278869 13.761059 9.3872493
6903000 0.45460169 12.77057 6.1828589
6904000 1.5594129 14.427387 3.9031695
6905000 2.2432401 13.038848 8.7611407
6906000 0.73184558 11.238864 0.66373701
6907000 1.2055488 13.382194 8.1685401
6908000 0.76825797 13.249584 9.8246961
6909000 1.6781025 13.385163 8.6285251
6910000 2.1281153 12.027253 9.8066684
6911000 2.3849767 13.39626 9.2736849
6912000 3.6385362 12.218666 9.2315341
6913000 2.4183717 10.51836 9.7267702
6914000 5.1526354 9.5387792 9.816463
6915000 6.8841767 7.6831063 1.3671532
6916000 6.2256807 6.3660114 9.3794317
6917000 6.3053987 7.6497701 7.9289527
6918000 2.1810641 6.7137092 9.1377541
6919000 1.5822383 8.4639173 9.253659
6920000 3.3049527 10.485951 9.3013054
6921000 4.5403855 9.6904626 10.019786
6922000 3.5741767 7.744481 9.7239693
6923000 5.9043139 8.5743269 9.7671967
6924000 5.3345474 8.4081361 9.6494146
6925000 6.2333514 8.8666244 8.81458
6926000 6.7989743 10.344713 9.8848799
6927000 5.6855097 12.363718 9.8492046
6928000 2.881668 14.582806 9.4083254
6929000 0.87973587 12.112255 8.6723168
6930000 1.5774305 12.910676 8.4498824
6931000 3.5173365 11.132604 8.6760599
6932000 4.5052815 13.526696 8.2943456
6933000 6.3207307 6.2119449 6.240199
6934000 8.3697186 8.6411727 6.3199098
6935000 7.8156449 11.102259 6.4488994
6936000 4.4970828 5.9498168 5.8902699
6937000 6.3381875 7.9274275 3.162579
6938000 8.1726009 13.74539 2.8688019
6939000 8.3861002 11.474517 3.2341554
6940000 8.414688 14.871988 5.5015703
6941000 7.4264974 13.626036 8.454769
6942000 2.8389525 10.277469 9.8700121
6943000 4.0226255 12.314069 10.011196
6944000 3.5461017 11.621338 9.6050089
6945000 2.5169656 11.529092 9.7375066
6946000 2.1446323 10.977318 8.8148246
6947000 5.9365671 11.828639 9.3932279
6948000 6.2134294 10.002824 9.5767543
6949000 6.1556038 9.4168587 9.8668336
6950000 6.9973221 8.0579909 1.0970469
6951000 10.116994 8.1519489 6.283119
6952000 10.143325 9.3823373 7.8021939
6953000 8.6476185 6.7314181 9.7177582
6954000 9.5688083 4.0293454 9.6683554
6955000 10.191699 1.4224525 2.3279363
6956000 8.1565012 1.0044825 2.2573482
6957000 8.6943691 0.23270669 7.5973423
6958000 8.2367404 2.389633 7.5750482
6959000 3.9027519 2.8274148 5.813311
6960000 4.0111374 4.2201717 6.5354407
6961000 0.4523803 2.1280896 6.7932964
6962000 0.45646587 3.1962642 6.1815954
6963000 3.3903667 3.4691258 6.884332
6964000 3.4061919 3.1375845 5.9413506
6965000 5.7452797 3.6789068 6.6770624
6966000 8.2325003 1.862213 8.3808288
6967000 9.1036486 2.0821031 9.8715948
6968000 11.237133 0.78595551 9.8311839
6969000 10.976269 0.4544893 8.2231622
6970000 12.594515 0.76899349 6.3232249
6971000 11.512786 0.49445466 9.7373252
6972000 13.12303 0.29338454 4.4148188
6973000 9.8209076 0.7500893 2.8213243
6974000 10.996562 0.4579098 3.897651
6975000 16.111955 1.2317094 8.2031277
6976000 17.190103 1.1579649 7.4606045
6977000 14.771579 0.51255413 6.3791482
6978000 15.872042 5.2033559 7.8220395
6979000 16.129695 5.3057117 9.3248661
6980000 16.710453 3.7317237 1.326875
6981000 14.30701 4.9676438 7.3398417
6982000 13.487374 5.9686783 6.417466
6983000 14.734472 8.3109754 8.9270104
6984000 13.886704 9.8281909 9.5545221
6985000 14.998636 9.6510361 0.35915221
6986000 14.557761 8.4005047 2.8987928
6987000 15.251855 8.8153998 9.950831
6988000 13.886691 9.1437628 10.062139
6989000 15.737595 9.296006 8.2680661
6990000 17.497556 9.9030095 9.0215931
6991000 17.476308 8.4004266 8.8849929
6992000 18.671513 9.0532513 8.8734246
6993000 18.696012 6.1397025 9.9922254
6994000 18.908936 6.331554 5.0962945
6995000 19.525598 5.9267035 7.0269295
6996000 1.7487011 3.2624852 6.4370785
6997000 16.373297 5.121693 7.3847661
6998000 15.104936 6.7337171 8.1978001
6999000 14.25734 6.1573745 9.4015426
7000000 15.20223 6.375447 8.9488448
7001000 16.01431 7.9283527 7.2048422
7002000 17.715019 10.479752 8.7164989
7003000 10.594206 10.430644 6.3758946
7004000 4.2352676 10.701587 4.7838808
7005000 16.646861 12.906665 6.7707569
7006000 0.60925458 10.712231 5.0028689
7007000 15.220073 11.971227 5.5658986
7008000 17.78092 3.9067827 5.5384833
7009000 2.5070989 14.609532 4.8987809
7010000 19.47973 14.213387 7.2520896
7011000 19.108586 12.920164 6.8820507
7012000 16.943646 13.548035 8.2197136
7013000 16.87172 12.995247 8.1158524
7014000 14.946884 13.914354 9.2889025
7015000 14.458108 13.167648 9.6096703
7016000 14.244236 13.268612 2.5319917
7017000 14.305698 12.588833 9.9536521
7018000 17.47845 9.8471161 4.636325
7019000 17.090247 7.4854675 5.8452381
7020000 18.151912 6.2030505 9.2222713
7021000 17.752969 4.6876159 9.0938863
7022000 19.712701 5.3276417 7.1707425
7023000 14.965185 5.0219584 6.8301465
7024000 18.08634 2.9159671 3.8225046
7025000 18.833917 4.2144133 2.6753364
7026000 17.968066 4.4121127 1.9353016
7027000 19.89907 3.9047943 0.96517075
7028000 19.08352 3.1771772 0.85245343
7029000 7.0448239 4.51099 0.8114486
7030000 18.883498 3.832671 0.87181306
7031000 17.84717 3.9541019 0.37217007
7032000 19.285582 3.5806829 1.3001554
7033000 17.463503 4.2008063 0.66424416
7034000 18.476974 2.6431175 0.25004361
7035000 18.74169 2.787124 0.13642917
7036000 17.695697 3.378556 0.39311699
7037000 19.096057 2.7161041 0.89847407
7038000 18.044127 2.1228791 1.1937442
7039000 18.014504 3.2302118 0.24581636
7040000 17.821814 4.2190512 0.56186212
7041000 19.068212 2.0915253 0.72439358
7042000 16.237485 4.671763 1.0697589
7043000 17.203703 7.0291238 0.27203935
7044000 18.514526 7.9359466 0.31901501
7045000 18.713238 9.4327078 1.0458098
7046000 18.62555 12.219019 0.131248
7047000 3.3311537 11.903368 0.64806776
7048000 0.27813126 12.593572 0.48278531
7049000 16.295005 2.3122463 1.9549237
7050000 0.72641787 6.3769921 1.9283744
7051000 13.900729 13.031959 4.366766
7052000 17.077239 12.086494 4.0157928
7053000 1.8549096 12.819859 3.3095044
7054000 16.339035 9.5441097 4.3229238
7055000 17.249351 6.8916993 4.3878944
7056000 15.203997 6.882186 5.1306595
7057000 17.469557 8.8480511 4.8434907
7058000 17.169766 5.1412394 1.793536
7059000 14.689322 6.3882806 2.8681793
7060000 18.889245 5.8785282 1.7579507
7061000 10.573822 5.1931427 0.21867006
7062000 12.077964 6.3623096 2.3444066
7063000 20.010075 8.7421747 6.3116032
7064000 7.4741855 8.814297 9.2502903
7065000 17.318214 9.9810419 7.8572209
7066000 2.8299703 11.907697 5.9368689
7067000 8.7707466 11.341838 6.339023
7068000 19.914339 10.198279 5.964419
7069000 18.756858 12.064625 5.835053
7070000 19.06493 12.078648 7.0651973
7071000 16.679367 11.69441 6.2160575
7072000 14.262702 10.782177 7.8128365
7073000 15.277024 13.76037 7.7147877
7074000 19.165655 14.048685 6.0303921
7075000 6.1219729 7.0637724 3.227634
7076000 8.4936602 14.641568 2.7065763
7077000 6.7838365 1.2711954 2.2149803
7078000 12.288179 4.9762778 2.9134315
7079000 13.114805 14.282418 4.005929
7080000 5.2499841 12.094306 2.3180914
7081000 18.565875 13.561981 2.2740965
7082000 18.297859 13.408595 0.51880399
7083000 17.242524 10.49002 0.13766161
7084000 15.532728 6.458214 1.968947
7085000 16.741135 7.8687205 0.057379616
7086000 17.553432 5.4999809 1.923941
7087000 16.457405 5.1359418 1.0847186
7088000 16.087631 2.5798588 0.074974207
7089000 15.512325 3.2052822 0.20511463
7090000 18.884303 2.7868784 0.21642096
7091000 5.1523401 3.2529524 2.1325127
7092000 16.300896 2.6539061 3.5353573
7093000 7.1504223 3.2151466 4.5377135
7094000 15.261709 3.4579779 4.9277024
7095000 6.65641 5.0509848 3.0291454
7096000 14.993378 6.8103945 0.95444675
7097000 19.948363 8.2509608 0.22371143
7098000 11.55649 10.389641 0.25303453
7099000 14.453967 11.471912 0.24490593
7100000 7.5262709 10.909327 0.45953555
7101000 10.401553 12.767287 2.4434567
7102000 13.477713 12.306948 0.16038183
7103000 16.980535 10.450453 0.47408616
7104000 11.459721 9.2292183 2.6011571
7105000 4.4656968 7.327447 0.24655067
7106000 5.230788 9.0364495 0.4313159
7107000 18.85395 10.824049 0.88834887
7108000 7.0543827 11.886334 0.99908174
7109000 16.097379 12.748221 2.7913244
7110000 19.649991 11.913634 0.99739893
7111000 18.367652 8.1666907 0.19156915
7112000 12.647584 7.6255686 0.53144836
7113000 18.381536 6.9938531 0.37439459
7114000 18.345881 7.1274211 0.20028242
7115000 6.7644745 8.2327664 0.88242138
7116000 6.9048599 6.9643036 0.41017657
7117000 15.787548 4.4634272 1.8668246
7118000 18.430053 4.290553 1.2021257
7119000 17.410151 4.1633332 2.3803286
7120000 16.503507 7.7080137 4.884074
7121000 19.460494 9.7890903 3.9294909
7122000 9.7073986 9.2816112 1.9176906
7123000 0.71562654 10.554655 0.63589876
7124000 2.8342478 9.2125714 2.2205915
7125000 14.194872 7.025949 6.4052519
7126000 2.018067 6.7256881 4.8236775
7127000 14.320959 6.9584503 7.2905462
7128000 19.268269 6.9065381 7.2626596
7129000 18.290904 9.904426 3.5752552
7130000 18.069956 8.8439993 4.8491535
7131000 18.405897 8.39556 6.305552
7132000 19.049181 7.3714103 4.845226
7133000 11.779286 7.8907602 3.3411868
7134000 13.016267 7.8595389 5.3594377
7135000 18.693733 7.3337731 9.8403551
7136000 15.688612 9.1175359 8.9817531
7137000 18.041232 11.718469 9.6296548
7138000 16.781196 9.9140877 9.3697784
7139000 15.836481 7.9019967 9.8101752
7140000 13.818598 7.8898576 7.4492063
7141000 14.79899 7.8537151 6.2261318
7142000 13.901334 8.0229588 6.9122923
7143000 12.111006 5.6738998 3.6312754
7144000 13.777537 4.6438379 5.4034078
7145000 11.556262 5.4089148 7.4105054
7146000 13.316576 3.4437488 9.2225604
7147000 10.266053 3.3990282 9.3377434
7148000 10.134297 4.1570839 5.3099063
7149000 7.2945475 7.4410927 5.1968206
7150000 7.8379287 7.7337556 8.9597764
7151000 7.9504634 7.8404758 3.7415336
7152000 5.1125317 8.5572075 7.7821608
7153000 4.9395211 9.342027 0.31381526
7154000 7.1333327 9.3949221 1.6312446
7155000 7.4700883 9.3058122 9.8238088
7156000 7.7634529 8.6934054 9.2715949
7157000 9.2680506 8.0183199 9.6668387
7158000 11.23976 8.885942 8.8727503
7159000 11.720464 9.4051301 9.6831444
7160000 9.0384561 8.3944755 7.7703843
7161000 10.14287 9.8966201 5.3870462
7162000 8.6932548 9.9593368 8.7708762
7163000 10.036062 8.2544193 9.4311935
7164000 9.6095969 8.6613768 2.4657337
7165000 9.9808296 7.7516452 7.7553042
7166000 8.2367572 7.7854727 7.9269959
7167000 7.2996834 6.0123159 6.005346
7168000 6.6795835 9.8155181 8.962426
7169000 5.8440329 10.674916 1.6399184
7170000 5.641743 10.164781 8.8202446
7171000 7.2926855 8.3434209 1.5732212
7172000 4.2723487 8.9841525 7.4939757
7173000 4.5514515 9.6083737 0.35593137
7174000 3.3069421 8.8679715 6.7926837
7175000 7.0798458 10.180989 9.9350146
7176000 8.4602398 9.696103 9.297228
7177000 8.5436957 7.1504474 8.1748783
7178000 12.367251 6.9080604 9.6359085
7179000 14.761355 6.9495052 4.7690059
7180000 15.27313 5.5130177 0.41026659
7181000 16.654734 6.9423048 10.082245
7182000 15.338992 8.404719 9.8637894
7183000 11.980302 7.3693394 9.2979004
7184000 12.410526 8.1490388 8.6693006
7185000 7.9618917 8.326335 9.9741582
7186000 10.344203 11.037619 6.6290197
7187000 9.7753171 10.14888 9.8937622
7188000 5.1615512 9.7531697 1.3609109
7189000 4.7299425 7.5595433 9.497739
7190000 4.6778442 8.0477747 9.6169555
7191000 3.3771542 7.2007674 8.1148396
7192000 5.1160217 7.3122937 9.1819019
7193000 4.5808159 7.3660494 9.9062528
7194000 3.9443449 5.8769462 9.0564985
7195000 3.9922646 5.8787783 9.5460049
7196000 4.9811538 8.2587654 6.6434689
7197000 2.6432674 4.5399107 7.3020743
7198000 1.356286 6.7384213 5.9627153
7199000 0.91310025 5.9835198 3.6985009
7200000 0.70805067 6.6948928 8.9446719
7201000 2.2641141 7.9020185 9.8270582
7202000 1.8106381 8.0262808 2.0974003
7203000 4.8130634 7.3427903 9.1004967
7204000 2.7090767 6.8655194 7.9951782
7205000 2.5289815 6.4747846 9.5111372
7206000 3.6730661 6.6540733 7.5881966
7207000 3.6722248 10.17952 8.5475979
7208000 1.4942963 8.1319979 8.5988814
7209000 3.1360587 9.3214889 8.2018294
7210000 2.5354908 6.9957818 7.6446929
7211000 2.0908134 9.673822 9.5356805
7212000 2.3605557 9.7077357 9.0106457
7213000 2.6047994 10.07581 8.8293108
7214000 2.9458282 8.9228714 8.4740357
7215000 4.8689309 8.249431 9.9405034
7216000 5.9141785 8.6002031 1.6442941
7217000 2.6052815 9.3878035 8.7434204
7218000 4.6020167 6.1917248 5.1821988
7219000 5.9833095 4.7806842 5.1169171
7220000 7.9619116 5.7609408 9.1836584
7221000 5.8516077 7.9583185 5.3681375
7222000 5.2853984 8.2867507 9.3258355
7223000 3.8968819 5.6088176 9.3583217
7224000 3.834008 7.5348097 4.5027256
7225000 4.3378486 6.7630277 7.6913334
7226000 1.3982227 7.4593447 1.2746148
7227000 0.62386858 7.5497559 9.3690758
7228000 2.1236 4.504374 9.5690128
7229000 0.68670605 1.4686768 0.43840167
7230000 0.54316675 3.0390979 5.5933429
7231000 0.824623 3.9635563 9.083364
7232000 1.2404574 2.6207147 9.2442617
7233000 2.5107594 0.85801443 9.1101352
7234000 4.1579163 3.5079943 5.6995948
7235000 7.2912963 3.3005994 4.542281
7236000 8.0605606 4.41303 3.2477567
7237000 9.5465163 0.825626 4.9537866
7238000 9.11733 3.4263416 3.2798174
7239000 7.8712543 3.26162 2.053235
7240000 7.6545478 4.3121716 0.62112334
7241000 7.3213482 5.3317246 0.45183421
7242000 6.4009235 5.2095265 1.6519663
7243000 7.4028133 3.4049416 2.6214469
7244000 8.8518792 4.9715456 3.787667
7245000 8.8627934 2.9327204 4.232961
7246000 10.284648 3.3456268 3.2647973
7247000 8.6257373 5.015228 3.3848144
7248000 7.2452198 5.3243026 4.0174168
7249000 5.7945302 3.9601489 3.2727335
7250000 7.2508448 3.2484554 2.0162083
7251000 8.077303 3.9995476 1.4754978
7252000 8.0190906 1.313759 2.8719094
7253000 7.2944868 2.3555445 5.2025484
