#Iteration cv_0 cv_1 cv_2
69000 4.8303701 1.1396873 2.2408177
70000 6.5660748 2.3169157 1.1403174
71000 6.284403 4.1006105 1.692154
72000 3.6888117 1.4430939 0.97998738
73000 5.7232727 1.9614452 3.9983515
74000 3.5016196 2.3224933 2.2925797
75000 7.0772545 2.874102 1.8311028
76000 8.4366567 3.2627504 1.5774825
77000 9.0375108 2.4748142 1.0292529
78000 7.7532078 0.7556875 2.0165541
79000 8.1736747 3.0218488 1.6301151
80000 8.1801792 3.7073461 2.9917363
81000 9.0269431 3.9099664 3.2106976
82000 8.2864943 5.3309213 2.5338879
83000 8.1804166 5.7970653 1.9819685
84000 6.7582918 2.7678328 2.0247727
85000 11.233023 0.729617 1.6921999
86000 10.024466 2.989225 2.2017818
87000 8.7665267 1.7779221 1.5646199
88000 7.9200365 1.4481378 1.2406633
89000 6.8124923 3.3140917 2.6751494
90000 7.7646695 4.745584 2.3549989
91000 6.5007054 4.9351217 1.2280386
92000 5.3820922 3.6733131 1.8712136
93000 7.1594966 3.2749143 2.8414598
94000 9.6292733 3.674436 2.0836503
95000 10.346236 5.3917313 1.1195665
96000 7.8013419 3.6577306 2.2458104
97000 8.0857189 1.8640699 2.3169946
98000 4.0563248 3.6126649 3.1361435
99000 7.4198281 2.6805564 2.301844
100000 10.069408 2.6180646 1.699116
101000 13.00748 0.34522583 1.9528952
102000 14.032485 0.95986031 1.0308458
103000 13.238951 0.74847241 2.5697392
104000 10.243946 1.9270373 1.7579559
105000 11.487389 3.1344075 2.476162
106000 10.960393 4.4471099 1.9567882
107000 8.7334457 4.3053753 0.95603938
108000 8.7980218 4.9916213 0.79223091
109000 6.6156196 6.0505779 0.57405889
110000 8.0840716 4.4684864 0.71123454
111000 10.715875 1.1622122 1.4980499
112000 11.710052 0.80494443 0.85017062
113000 11.34518 1.7836626 1.0578119
114000 10.913086 3.4773737 1.5289974
115000 11.63073 5.0151379 1.9300307
116000 8.9438739 5.8425203 2.4636918
117000 10.371434 3.6743479 4.5537983
118000 11.653475 2.5127286 0.37131456
119000 11.332223 2.726143 2.9683564
120000 9.8410906 2.3602233 1.3662734
121000 10.893386 2.1343434 0.1825425
122000 11.285883 3.3297774 0.71025504
123000 11.912599 2.7827882 3.7309237
124000 10.625885 5.9444444 0.8670265
125000 10.125819 5.2910856 0.9146581
126000 10.109669 5.3190124 0.55803655
127000 9.9922455 4.0749732 1.673621
128000 11.486254 3.5418879 1.2936671
129000 10.496421 4.4468791 1.9310006
130000 13.093694 5.4008717 1.8851181
131000 12.074586 5.7307557 2.8099438
132000 11.7874 4.0850291 1.3920548
133000 11.35267 4.389054 1.707858
134000 10.312623 4.536657 2.9679573
135000 8.984278 4.8099733 1.0185803
136000 8.6686056 5.6375933 1.5911455
137000 10.610033 4.2302512 0.58936021
138000 8.5676392 4.523959 0.94223495
139000 9.8257264 4.8984853 1.463488
140000 10.540095 4.9042633 3.2116746
141000 12.144092 3.6679492 2.4671623
142000 9.3322122 1.6170114 2.7354303
143000 9.890505 1.3407957 4.2780284
144000 7.8038414 1.9833564 3.1635701
145000 7.2714241 1.2954052 3.0112951
146000 7.2827998 1.038448 3.4671213
147000 9.0271428 2.0250439 3.6867133
148000 10.208869 1.3433388 3.6324911
149000 9.0891802 3.4441672 0.44242329
150000 10.045284 5.3376086 2.3689424
151000 8.7360365 2.5151537 4.4522892
152000 8.2220509 1.4495955 3.7869476
153000 8.2747434 1.8895394 4.457825
154000 9.8360898 2.0187697 3.7506302
155000 13.078154 1.0389094 1.6027808
156000 13.749891 2.8774135 3.9770667
157000 10.196609 2.5413883 3.2403247
158000 11.817962 1.436923 3.0789196
159000 12.303602 3.6050531 2.3344863
160000 12.006518 4.78579 1.7458867
161000 11.531182 4.2113429 1.8616897
162000 13.126388 4.7313235 0.90535916
163000 12.636783 4.7323359 1.391843
164000 9.8010339 4.4257509 0.93934764
165000 9.9989212 4.4499797 2.3133394
166000 10.608454 3.896437 2.322971
167000 11.544566 3.9194676 2.1916635
168000 10.48793 2.4174153 2.9029997
169000 8.4701046 1.1837535 4.1762657
170000 9.0508285 0.91398905 0.89747015
171000 10.626533 1.6026744 1.4107649
172000 10.464752 1.8441378 3.1103361
173000 11.830045 2.1407926 4.1012436
174000 11.479584 3.6410122 3.2604514
175000 10.902682 2.6783835 4.3127827
176000 10.012169 1.5513909 3.1963658
177000 7.8873062 1.105108 2.8852862
178000 6.5771291 1.9760411 3.8572377
179000 7.3126912 1.6502691 4.2113494
180000 7.5593585 2.264101 3.9327096
181000 5.7735155 3.8118933 3.9334558
182000 3.426582 3.9141757 4.5909609
183000 3.0376509 3.9052618 3.2047295
184000 3.6678546 5.067722 2.9680592
185000 5.6606775 6.5740315 2.7534039
186000 5.0026297 4.8027084 1.350953
187000 5.0989917 4.9729492 4.065885
188000 7.6296687 3.6702426 3.849961
189000 8.7782985 5.9581395 1.4386689
190000 8.740965 4.5722332 0.81334172
191000 7.7914441 6.381061 1.7932477
192000 8.1870571 6.7004113 2.5440885
193000 5.9197891 4.8918073 0.91202696
194000 7.7978215 4.2338499 0.79310812
195000 9.6436655 4.3690306 0.90356206
196000 8.8583739 5.5204018 1.0104794
197000 9.200513 1.3686468 1.3917813
198000 10.041684 1.1495528 2.8481713
199000 9.5619773 0.77158969 2.9069593
200000 7.7636518 1.6263411 3.5957624
201000 7.1459448 1.6547393 1.9538731
202000 6.480725 1.2702768 2.143908
203000 6.1673392 3.0038411 1.2236314
204000 5.2524285 3.9458596 0.53677046
205000 4.604023 2.4812839 0.92659128
206000 4.6300131 2.3977967 0.84179792
207000 6.0640198 1.6932376 0.66421605
208000 5.1956931 3.4135011 0.50942766
209000 5.3330672 2.2209497 0.59434609
210000 4.9157479 1.875246 1.6225069
211000 6.5921329 0.52799715 0.65113728
212000 6.2106046 2.7786789 0.75184949
213000 4.9280087 1.2097674 1.8406697
214000 5.426335 2.1307019 2.6465039
215000 6.2916855 2.4489494 0.53810299
216000 4.3503258 1.809218 0.83165213
217000 2.8741613 2.6695669 0.90775236
218000 5.0722801 2.1339895 0.6296802
219000 7.7544648 2.4237615 1.9383234
220000 6.583287 2.194469 2.498348
221000 6.3558249 0.4195429 0.80266112
222000 5.5147234 3.2999318 0.31528047
223000 2.725173 1.9139269 1.9644974
224000 2.0774069 2.6156901 3.409614
225000 0.90927323 3.3522657 3.6535251
226000 1.8829245 1.6134377 3.8385543
227000 3.4114534 1.3345702 3.8497669
228000 5.1617997 1.4789102 1.2779406
229000 5.9847209 0.65485766 0.74301653
230000 3.2616896 2.3343936 1.0362028
231000 3.9994387 1.7049398 0.96138973
232000 3.4119707 0.21805296 1.4445086
233000 4.31085 0.94951552 2.2609757
234000 4.1831564 2.4650528 0.74762157
235000 5.6011896 1.8519547 1.3228829
236000 7.0076199 2.3575452 2.6607002
237000 2.1511974 4.5843505 2.6983441
238000 2.1432389 4.9949714 1.5213342
239000 3.3186453 5.8369567 1.2497535
240000 3.7311175 4.9378951 1.2415419
241000 2.3024243 5.5475905 1.5133906
242000 1.6961352 5.4779362 1.8951955
243000 1.0783229 4.467144 4.6532483
244000 2.6552005 6.1691959 2.3690124
245000 3.8424047 7.3218528 2.143324
246000 2.56945 5.5245903 1.5530799
247000 0.71725133 5.7421733 2.2128335
248000 0.48316203 3.5681802 2.9254172
249000 3.1690197 1.5357826 2.8960805
250000 3.7338348 0.41542607 1.4708344
251000 2.3267977 2.3254867 2.6714939
252000 1.3110331 1.2873591 2.4358258
253000 3.284796 1.3858307 0.75876233
254000 5.871763 4.1365629 1.9097435
255000 4.5934818 2.441021 2.6473856
256000 4.4926525 1.7132072 3.8417935
257000 2.7439438 1.4572947 2.4485848
258000 4.4748197 0.73662571 2.7795631
259000 6.4950874 3.2973462 1.0975758
260000 4.5028593 4.9171763 1.5942518
261000 3.8942451 5.2520597 0.64972515
262000 1.6757411 3.0797345 0.46398444
263000 2.4967903 3.2461338 0.370753
264000 2.0960917 3.9016694 0.88515426
265000 3.0116937 4.5784272 0.57522184
266000 1.4468964 3.3046695 1.2722155
267000 0.78329526 2.0916137 1.3660957
268000 3.2955578 1.1198226 1.9787069
269000 3.9595334 1.5039776 1.2225446
270000 4.6935299 1.3822794 0.5376786
271000 6.0152267 0.53789449 0.94613263
272000 8.2011988 1.8329247 1.8485233
273000 4.4390836 2.1290227 0.6519799
274000 4.0983756 2.0294482 0.55509101
275000 3.8745322 2.7985033 0.5741263
276000 2.7787444 1.2485932 1.6956107
277000 2.4293781 1.3133898 1.5916041
278000 5.2786358 1.0135949 2.7163858
279000 4.7880883 2.7552277 0.39351918
280000 1.6698664 1.4397207 0.88150796
281000 2.3084483 3.0419591 0.61139828
282000 1.5451081 1.3216771 0.24596784
283000 3.362021 0.44650978 1.5616531
284000 4.4189612 1.5146347 1.3926606
285000 4.5326088 1.4827564 0.76581655
286000 3.1642692 1.2192048 1.4254772
287000 5.5510519 1.9655606 2.4503022
288000 4.2541344 1.6267081 3.5791838
289000 1.5494892 3.0009807 3.942595
290000 2.8152387 1.7889477 1.9489859
291000 5.2549252 2.5042668 0.70107875
292000 5.3894121 1.9720217 0.57457802
293000 4.6365815 2.1165673 0.92315657
294000 3.631669 2.4074897 0.69814248
295000 1.429501 4.4458719 1.034837
296000 2.8004949 0.83891862 1.6173243
297000 3.4304176 3.0002479 1.2764957
298000 1.1505843 2.0641655 3.7472782
299000 2.6983932 2.4017561 4.3187261
300000 2.2817274 2.918486 0.39947174
301000 5.8827946 5.1739699 2.1663753
302000 3.5680828 2.4335736 2.6080077
303000 1.0465131 0.61752908 3.568098
304000 2.015997 0.32220211 1.4695551
305000 3.939236 1.5207628 0.53501392
306000 2.6068668 2.3145263 4.1384086
307000 4.6587796 3.1438669 3.9705011
308000 3.289376 3.0820211 5.3646553
309000 0.85899579 5.1933661 4.314848
310000 2.2066678 5.6744944 3.8729281
311000 5.2113812 7.5765397 2.813929
312000 4.6905434 8.2741111 2.5357788
313000 3.1870451 7.5273456 2.4873228
314000 4.1522162 7.8420538 3.559244
315000 3.7130914 8.1690932 2.5551588
316000 3.7614729 6.0231481 0.26338137
317000 3.1632217 5.2755516 0.60069238
318000 1.195835 7.5211976 1.2838095
319000 2.560184 6.3965768 1.7341608
320000 2.4976864 6.6284566 2.1084869
321000 2.4208348 7.5638379 1.410982
322000 2.3134049 8.1546513 1.431236
323000 2.5535415 7.3392413 1.2116839
324000 1.7058697 7.5635304 3.4987934
325000 1.4389199 5.9190888 4.7061762
326000 2.3651584 7.3279978 2.8445096
327000 2.9871868 7.0550722 3.0971467
328000 4.5006298 5.9881373 4.5689375
329000 6.1604045 7.0870982 2.9821702
330000 7.5625752 7.8902202 1.4831408
331000 7.6927046 6.8830211 2.6112669
332000 7.8582578 6.4408969 3.1205194
333000 6.8166981 6.0420287 2.4671761
334000 6.9161984 7.0369094 4.3029302
335000 7.7410515 4.2828035 2.1097494
336000 8.3299198 6.6874216 3.4993983
337000 7.7495377 3.8682293 2.9228709
338000 8.708042 3.7498176 2.6924113
339000 7.7064003 0.40378354 3.95764
340000 8.9610462 1.9729256 5.0645081
341000 7.6335076 0.79582185 4.7270628
342000 8.2025782 0.46471853 1.2863288
343000 7.242541 0.25728737 2.9969665
344000 5.7617828 1.9361232 5.2030945
345000 6.7409421 3.3646547 5.949451
346000 3.7893909 3.8500743 3.5344155
347000 5.7287569 4.4137808 2.9666971
348000 7.7648385 6.528166 3.3280205
349000 4.1669742 6.5963305 3.2433289
350000 1.4300494 7.4337011 2.9431063
351000 3.7377101 7.4620896 1.859302
352000 1.9905118 6.9833142 1.5250059
353000 1.8053159 5.5013346 1.7448788
354000 4.3275136 5.6936771 4.2956812
355000 5.7554866 4.2160351 4.9943228
356000 6.298362 3.9990996 4.5241115
357000 5.9525821 0.61350812 5.3211264
358000 4.5488363 1.61351 4.9582744
359000 5.5950793 1.6804736 4.1042289
360000 5.0478774 0.58989603 5.7362392
361000 6.0743672 1.1875526 4.2773163
362000 6.2763396 2.7179412 5.0119818
363000 5.1299597 3.1789724 4.6953907
364000 4.1261399 1.472935 6.6450296
365000 6.4783087 4.8665524 4.4405432
366000 5.7952545 5.1920454 2.8311262
367000 7.937827 5.2093087 3.3829676
368000 8.7360703 3.5230609 4.3444458
369000 9.6622612 0.64040043 5.1512264
370000 7.998703 1.5479589 5.0917589
371000 5.9229082 3.4777869 4.0402878
372000 3.1173339 1.2392693 5.2347688
373000 5.0026782 1.6499295 5.0780495
374000 5.4671112 3.1793529 3.5646372
375000 5.8321196 2.6627597 5.004031
376000 5.98948 2.2649133 5.3456358
377000 8.0454952 1.8603799 4.6941046
378000 7.5008793 0.88057397 4.6192268
379000 7.4816955 1.9639114 5.2140582
380000 4.2966163 1.5526349 5.4252345
381000 3.7769105 3.3595917 4.6962568
382000 1.908962 2.9105022 4.4310993
383000 2.0388976 5.3978885 5.1363567
384000 2.3874183 4.8055784 4.0743185
385000 2.5975376 5.0993023 5.37749
386000 0.59660131 6.5246343 2.6715808
387000 2.3358798 5.8191372 1.356973
388000 2.0751283 2.5573903 3.8370066
389000 5.6119765 4.1203713 1.1166382
390000 7.1441336 4.6238478 3.0108793
391000 7.0201698 5.6716712 3.5577496
392000 4.6388884 2.5885235 4.7257295
393000 6.771645 3.4903527 4.9003486
394000 3.697895 2.0776314 4.4498275
395000 4.839122 1.0541998 4.448047
396000 5.7725449 1.7950277 4.8317794
397000 5.5206683 3.4300544 3.3902142
398000 4.9410668 2.4191714 3.9721123
399000 6.0295871 2.3882367 5.0282941
400000 5.3131766 2.0069122 4.2818275
401000 6.1205469 1.0597683 1.7275318
402000 5.5952847 0.54500782 3.3729648
403000 3.8161476 1.4174592 2.2165379
404000 4.7156119 0.55871151 4.5758197
405000 5.6977016 0.46057664 3.720923
406000 3.6815278 0.39935916 3.5357305
407000 1.4366954 2.7541374 5.3095531
408000 1.6066453 0.64119867 2.3279456
409000 1.4799673 1.0940161 0.56850479
410000 1.5849851 2.6925434 1.9793307
411000 0.62519263 1.8834378 1.0819701
412000 1.0485984 0.89093423 0.74826269
413000 1.1088948 1.3695694 1.1721309
414000 0.20808358 1.081731 2.2433537
415000 0.60375755 2.2869385 1.7117707
416000 1.3997521 2.7542897 2.7933909
417000 0.1784484 0.9372233 1.6799544
418000 0.41211747 1.4646139 2.3275593
419000 1.218049 5.5827863 0.86495853
420000 1.9746072 4.773725 0.61581664
421000 1.777793 4.2271068 0.56865148
422000 0.91755133 4.2288557 0.91548035
423000 0.83508093 4.1938875 1.4256748
424000 0.99323978 0.91170519 1.0239596
425000 1.5645756 4.2612573 0.16519301
426000 0.59187417 4.7151963 0.53770838
427000 1.5665361 4.9830243 0.46058351
428000 0.33318023 5.3028256 0.93697535
429000 0.16467892 4.7724743 0.20457649
430000 1.4673544 4.588932 0.51849178
431000 2.0205191 5.6879429 0.9661042
432000 0.8293062 4.3927105 0.48772063
433000 1.3182251 5.3215905 0.5848614
434000 1.1683204 2.5639159 1.7445152
435000 1.3705728 4.1255523 3.3135846
436000 1.1723297 3.1623379 2.2281347
437000 0.70146775 0.91504348 1.4136046
438000 3.3468331 3.236983 2.4279213
439000 1.1310207 4.873762 0.27734333
440000 0.066912047 5.4441649 1.0132004
441000 0.74648371 7.3441915 0.56509128
442000 1.7547871 3.4465223 0.58715055
443000 1.168986 4.7886189 1.235267
444000 1.2920357 5.9672873 0.30537886
445000 1.0656187 3.737343 1.0309122
446000 0.48570821 4.9414842 0.3228314
447000 1.4078427 4.8136722 0.5332821
448000 1.8849738 4.4021445 1.0200083
449000 4.2531541 5.6795568 2.8615011
450000 6.4193518 6.6156903 1.8272249
451000 5.8854711 6.4177467 1.3344006
452000 5.3944375 9.5281687 1.6560997
453000 3.462138 8.7440329 3.7713116
454000 3.702252 9.8415021 1.105904
455000 6.0081316 8.4375043 1.6877014
456000 6.0212502 8.5710212 1.8236527
457000 6.4926329 7.1374351 1.3728578
458000 6.0923364 8.0364956 1.6715777
459000 7.7899466 8.2868688 1.8420521
460000 8.5973322 6.0965302 2.3928695
461000 10.634607 7.4640266 1.8598432
462000 6.1357274 6.6333817 0.79477005
463000 5.8770327 6.9992743 0.87635523
464000 7.1596482 7.7113396 1.8939971
465000 5.7780034 6.5163058 1.1160869
466000 8.0696196 7.4024674 1.3943256
467000 9.994277 6.995887 1.1995241
468000 11.509416 7.8041033 2.136582
469000 11.717581 5.4864589 3.5181351
470000 9.165631 5.1398988 5.1194485
471000 10.442545 5.2587866 5.1885064
472000 9.3159208 7.0865276 3.275918
473000 8.8687074 7.6806773 1.6207182
474000 8.4084779 8.4567711 1.8813575
475000 8.0255073 7.6688272 0.76668826
476000 6.2394486 6.8135843 1.6827293
477000 6.6022147 6.7244811 1.799234
478000 9.8048277 8.4333661 0.93663668
479000 11.054474 8.181836 1.3046614
480000 10.456741 6.3502564 3.2215466
481000 9.3820461 5.363388 4.5782656
482000 6.9156618 3.9305005 3.2721792
483000 3.5974649 5.3571578 2.2287364
484000 4.3151611 0.41456102 2.3553307
485000 2.6771182 0.20142582 4.0124705
486000 2.4579971 0.30845082 3.6794443
487000 4.3184488 0.13493462 2.6421738
488000 5.7522405 0.49031817 3.0262657
489000 2.4605843 0.25238543 4.8019666
490000 1.6879757 1.7259584 4.6774365
491000 0.56559286 3.529234 3.8062675
492000 0.87450112 2.4582598 4.7720953
493000 1.4065835 1.1224925 3.8388984
494000 0.93509899 3.0085803 4.2708702
495000 1.3086608 4.0035816 4.7680308
496000 2.190073 2.1431641 5.0171243
497000 4.1517231 2.2976546 5.697036
498000 4.7209913 4.2640803 4.0981162
499000 7.2909553 3.4125633 6.2024356
500000 6.4678179 1.9164696 3.8918208
501000 4.9166621 2.3603656 3.3669699
502000 3.4076555 1.0147307 2.2344116
503000 3.8237664 0.86015688 1.0821627
504000 3.9874245 0.92706812 0.97827142
505000 2.4180402 0.36459449 0.22838471
506000 2.3931915 0.62023303 0.51944996
507000 1.4625334 0.6043699 0.22269128
508000 4.4406938 1.211524 0.19592843
509000 2.4701464 1.6469677 0.64767734
510000 1.7718516 2.3643269 0.67689004
511000 2.1844067 2.2581479 0.16267872
512000 0.21053384 2.9209717 0.33881311
513000 0.55234728 2.8634851 0.53099796
514000 1.5740847 4.0899882 3.1340068
515000 0.77217635 4.8298479 2.598175
516000 0.33928164 4.6947242 2.466243
517000 0.23949877 4.6657541 2.5621546
518000 0.32374116 5.1480837 2.5435367
519000 1.2652596 4.1231392 3.0944726
520000 0.37965415 5.2702765 2.8883838
521000 1.1554532 4.5778608 2.4364781
522000 0.64135598 4.4108798 2.3903477
523000 0.95381749 3.96734 2.602303
524000 2.7447211 2.9676756 3.426584
525000 0.66582331 3.0769845 3.3769149
526000 0.33100795 1.4448349 3.3993036
527000 1.5069947 0.5541853 3.6857387
528000 3.7187137 1.1511703 1.7934324
529000 3.8144705 0.24083983 1.5671294
530000 4.2731145 0.16978607 1.4102268
531000 4.5328484 1.0168245 0.47627372
532000 4.4874113 0.72092467 1.9168046
533000 4.8054372 1.1456038 1.2860571
534000 5.6230703 0.50467582 0.83219573
535000 2.3338309 1.5396077 2.6038476
536000 4.764156 1.7373353 1.9797191
537000 7.159009 1.9209971 2.5929735
538000 8.4426198 2.9037778 1.4707282
539000 6.3708225 4.4545579 0.20314139
540000 6.9902151 4.494404 0.43741313
541000 8.5934361 3.8658967 1.185949
542000 8.2750279 2.953159 1.6302161
543000 9.1019992 2.7573158 1.6320107
544000 6.4190037 3.1267595 2.9797742
545000 6.5742556 4.02103 0.96069459
546000 8.9136648 3.8881942 0.459568
547000 7.3753366 6.9969396 2.1727833
548000 9.8810868 7.3502125 3.0014073
549000 8.010507 7.6888968 2.3607496
550000 7.9315788 7.5822979 4.0625635
551000 3.670901 5.4420748 5.9690961
552000 5.2202073 6.6061257 4.7424352
553000 6.7630413 6.3495993 4.5365119
554000 5.9308392 5.5605866 4.3821057
555000 5.1458485 7.5579494 1.3150119
556000 5.0137846 6.1622338 2.5566262
557000 5.552818 8.41458 1.2876829
558000 5.6489622 6.6049181 4.2289844
559000 5.8045821 6.2045988 4.4647019
560000 6.1893872 4.8840024 4.8282203
561000 6.2371965 6.490867 4.3689678
562000 8.1954004 4.0996815 4.5939814
563000 8.05919 3.1557113 4.7823385
564000 8.6383599 3.0639201 1.6043519
565000 9.2869835 4.2657912 2.0680213
566000 12.712864 3.7675552 4.2342883
567000 12.875913 3.926653 3.9804443
568000 12.496942 5.6464081 3.5232004
569000 12.794294 4.7250035 2.1244854
570000 14.305455 5.1764261 1.2768717
571000 12.309234 3.6924056 4.5844377
572000 13.324631 3.8229877 3.8927808
573000 13.997183 4.1400211 3.752158
574000 12.220408 5.0869825 3.3131364
575000 9.3555913 3.6674405 1.6068925
576000 8.5889327 3.5712838 1.2233484
577000 7.1101475 4.4676557 0.2629247
578000 6.7753177 1.7102311 0.21013404
579000 8.597001 0.7284097 0.4967489
580000 8.6856756 1.9237405 0.2063902
581000 8.3456771 1.2035986 1.2450252
582000 9.0065797 0.21504794 2.623974
583000 11.17226 0.87345759 3.4824382
584000 14.376774 1.9754289 3.6202
585000 14.85815 1.1963157 1.905781
586000 14.609965 2.8927382 3.3278171
587000 13.566437 2.1390671 0.40245418
588000 13.817636 1.6586003 0.8910673
589000 12.464303 2.5022118 1.2346023
590000 10.706539 0.93209508 0.099179156
591000 12.437456 0.64992304 1.307014
592000 13.231903 2.4500208 0.60923741
593000 13.203563 0.22947501 0.61014492
594000 13.114747 3.4838902 1.2693336
595000 12.669444 5.9790769 1.6746913
596000 15.688501 5.2758625 3.2139179
597000 15.513486 5.5800122 3.3594221
598000 14.37833 5.8326257 1.6529419
599000 15.259123 5.329291 1.3100797
600000 13.960879 3.899458 3.3960416
601000 14.326852 3.0897506 4.8649185
602000 11.769735 2.3484504 5.6321377
603000 10.674341 0.41413692 4.6070996
604000 11.892426 2.5043212 1.9397399
605000 12.166728 1.4839112 4.2395617
606000 11.992293 0.28343868 3.0537214
607000 12.735806 0.24291706 2.5098825
608000 11.762785 2.4795237 1.9225729
609000 11.048027 0.71212354 3.5781541
610000 9.4541875 0.877172 0.8749309
611000 9.6065656 0.87458104 0.77064827
612000 10.281436 0.39701111 1.2271799
613000 8.9193116 1.0893348 0.53046812
614000 8.9188592 0.35577049 0.6127107
615000 11.248643 3.5364545 0.26090434
616000 11.178107 4.2402864 0.3078202
617000 11.843801 5.9949595 0.46206226
618000 11.085637 6.9462185 2.5364138
619000 10.16041 4.2674727 2.3853046
620000 11.085256 6.2033388 2.0570952
621000 11.295204 7.6853378 5.0948954
622000 9.2263075 8.0254107 4.4325136
623000 6.267381 8.4368968 4.5686214
624000 6.9784618 8.4037299 3.447844
625000 5.6607037 9.1722334 3.5356379
626000 5.9259221 8.6824868 4.1892176
627000 5.8040448 9.1680169 3.2834644
628000 6.4443842 9.9500945 2.1285773
629000 6.6955177 9.6440623 1.782789
630000 8.9020463 9.4757001 2.8953313
631000 8.1259111 5.5150296 3.435737
632000 8.4657331 7.4326603 4.0338839
633000 7.5196537 4.6628898 5.9835686
634000 7.9189958 4.2907103 5.892029
635000 8.9748655 3.3062983 7.6330387
636000 9.9163583 4.9412436 5.263457
637000 12.193952 4.1221953 5.2869043
638000 13.886393 1.8401046 3.9840119
639000 12.657372 2.9012948 4.156667
640000 10.963945 2.6499946 1.0261457
641000 9.9741817 0.64086761 4.7410671
642000 10.476742 1.1184753 1.8765659
643000 11.315386 2.5478795 2.2811876
644000 13.095372 2.5192015 2.0841186
645000 15.53311 0.8585794 0.39980727
646000 15.826387 2.6466704 1.8880884
647000 16.326725 2.947288 3.6848413
648000 12.901754 0.90017526 3.5854016
649000 12.199724 0.62441947 2.6231488
650000 13.913905 1.9380433 3.8949274
651000 13.89734 3.0708187 4.3828094
652000 13.477906 0.79786794 4.0580372
653000 13.772824 1.0581406 3.3512597
654000 14.888348 1.3755216 4.1391149
655000 17.86257 1.4721497 2.1049952
656000 15.961159 2.0963073 3.9242912
657000 16.229937 2.9926612 3.7179554
658000 17.344581 1.9326349 3.5157751
659000 14.361707 0.50420878 2.6674469
660000 14.665725 0.88928128 3.5408043
661000 14.568061 1.9067764 4.0070241
662000 11.792347 1.2617017 2.7394388
663000 11.487054 0.30303611 2.0203981
664000 10.239566 0.36454217 1.9678513
665000 10.487585 1.4286062 2.2633564
666000 8.5545718 2.8428091 4.455787
667000 9.2529099 3.5379957 5.4395865
668000 11.683045 2.6385288 3.8498474
669000 12.848705 2.7302315 2.5403695
670000 10.495838 1.8352231 1.0353114
671000 10.852556 2.6763598 1.6969174
672000 9.1105472 0.60396202 1.1765111
673000 10.03404 0.31431456 1.536774
674000 10.103252 0.35562913 1.1590072
675000 10.557635 0.99327426 2.3277837
676000 12.223578 0.71090857 4.4279987
677000 13.470989 1.7478897 4.6182354
678000 13.062319 2.6015794 4.9726816
679000 12.06295 2.3239735 4.1324458
680000 10.801013 1.256379 4.748874
681000 9.4532791 0.39863372 2.0748448
