#Iteration cv_0 cv_1
39500 -3.0043001 2.5680714
39600 -3.0485676 2.4942122
39700 3.1198009 2.3221834
39800 -3.1380969 3.0120676
39900 -3.1259783 3.0086694
40000 -3.0737412 2.6661964
40100 2.9139284 2.7953873
40200 -2.89434 3.0068001
40300 -3.1140042 3.0566352
40400 2.9363734 2.9541059
40500 2.8865598 2.6270013
40600 2.8430351 2.4038795
40700 2.7512854 2.576698
40800 2.9088744 2.6446218
40900 2.9191714 2.8084719
41000 3.0407711 2.5319985
41100 2.9683044 2.5137518
41200 -3.1371746 2.9299167
41300 2.9896172 3.0871833
41400 2.9539332 2.7169958
41500 2.7898899 2.7058767
41600 -2.9755561 3.0832129
41700 -2.7143295 2.9959131
41800 -2.4456827 -2.9384688
41900 -2.3694403 -2.9444572
42000 -2.4924243 2.8354128
42100 -2.2807124 2.974935
42200 -2.32513 2.8970066
42300 -2.4897902 2.8239585
42400 -2.5406815 -3.0210239
42500 -2.4384176 -3.1209181
42600 -2.1096298 3.0782392
42700 -2.0849661 3.0530653
42800 -2.0773412 3.0707722
42900 -2.1177748 3.0391301
43000 -2.1404557 3.045194
43100 -2.0762577 3.0777553
43200 -2.0380301 3.0767291
43300 -2.1185965 3.0439966
43400 -2.0842952 3.0437908
43500 -2.1132859 3.0762465
43600 -2.1209223 3.025668
43700 -2.1350789 3.0330365
43800 -2.0752972 3.0522648
43900 -2.0662854 3.0846551
44000 -2.0474696 3.0362929
44100 -2.0958114 3.0475261
44200 -2.1085693 3.0388487
44300 -2.1045127 3.0617101
44400 -1.9736115 3.0330005
44500 -2.0592899 3.048355
44600 -2.1295651 3.025559
44700 -2.0743221 3.0822884
44800 -2.1015067 3.0528322
44900 -2.0962741 3.078956
45000 -2.0310847 3.0632025
45100 -1.8153592 -2.8898121
45200 -0.97270106 -2.8583216
45300 -1.5394163 -2.8493871
45400 -1.9908263 -2.7627045
45500 -1.6129015 -2.7393924
45600 -1.7921762 -2.8559221
45700 -1.7983393 -2.9784581
45800 -1.6520203 -2.8231051
45900 -1.6515192 -2.9005621
46000 -2.1135839 -2.7421277
46100 -2.6186577 -2.6736384
46200 -1.3904539 -2.9247284
46300 -1.6547328 -2.7441595
46400 -0.85454323 -2.9987711
46500 -1.3915275 -2.8742084
46600 -1.670407 -2.8876316
46700 -1.634396 -2.8298412
46800 -1.4844229 -2.8773904
46900 -1.3907421 -2.752205
47000 -1.6407274 -2.9248065
47100 -1.4701204 -2.8523438
47200 -1.6008605 -2.7843435
47300 -1.8424612 -2.8919721
47400 -2.436179 -2.8188055
47500 -2.5431736 -2.6164233
47600 -2.311745 -2.5978908
47700 -2.9933567 -2.8799914
47800 -2.8336378 -2.6597647
47900 -2.0718852 -2.3809181
48000 -2.3636234 -2.4695976
48100 -2.4073884 -2.4035709
48200 -1.550225 -2.4605888
48300 -1.6458107 -2.5347695
48400 -2.0102511 -2.4065136
48500 -2.1493196 -2.3202484
48600 -2.0813785 -2.6129149
48700 -1.9124257 -2.6879091
48800 -1.7719317 -2.6477846
48900 -1.5048522 -2.6616146
49000 -2.2650534 -2.6394882
49100 -2.2214299 -2.6503011
49200 -1.7681142 -2.4468737
49300 -2.3424122 -2.5704456
49400 -2.6111054 -2.2725219
49500 -2.3240197 -2.4424505
49600 -2.1878652 -2.5490323
49700 -2.2135365 -2.6169216
49800 -2.8893763 -2.5005915
49900 -2.1155327 -2.5405472
50000 -1.7797006 -2.4695507
50100 -1.8012985 -2.0868441
50200 -2.5431792 -2.2466401
50300 -2.3774967 -2.3075133
50400 -1.7506695 -2.3693065
50500 -1.7376289 -2.206674
50600 -1.7096263 -2.0493304
50700 -2.393728 -1.7338966
50800 -2.3153606 -0.97291708
50900 -2.5852129 -0.81032835
51000 -2.1617763 -1.0590483
51100 -2.1403085 -0.99168974
51200 -1.5738677 -0.92601581
51300 -0.98813938 -0.80508607
51400 -1.6887315 -0.4066108
51500 -1.2731671 -0.6578037
51600 -1.229971 -0.9534621
51700 -1.2984493 -0.79984746
51800 -1.029344 -0.58065718
51900 -1.1672735 -0.57023139
52000 -2.030861 -0.36961561
52100 -1.3932269 -0.59998974
52200 -1.4355202 -0.74049546
52300 -1.238542 -0.44624807
52400 -1.5733941 -0.8892393
52500 -1.0886733 -0.53917159
52600 -0.81036076 -1.1021997
52700 -0.93795864 -0.61642913
52800 -0.83883679 -0.97280629
52900 -0.78338877 -0.97191219
53000 -0.82671637 -0.80626367
53100 -0.73496896 -0.70224841
53200 -0.65192553 -0.78285161
53300 -0.86356633 -0.82213732
53400 -0.91804821 -0.81335114
53500 -0.88773086 -0.68686335
53600 -0.75845891 -1.1453681
53700 -0.72889485 -0.86374945
53800 -1.1085666 -0.45943427
53900 -0.71887445 -0.56099673
54000 -0.88404825 -1.0416113
54100 -0.89481407 -1.103147
54200 -0.76846612 -0.80513925
54300 -1.200565 -0.98561925
54400 -0.8163683 -1.3946642
54500 -0.89789219 -0.80582087
54600 -0.78201111 -0.92973943
54700 -0.63250506 -0.77088676
54800 -0.75078617 -0.9035046
54900 -0.75144697 -0.57085162
55000 -0.75588457 -1.2779915
55100 -1.3917175 -0.57110298
55200 -1.3666097 -0.66013665
55300 -1.2275094 -0.58136823
55400 -1.8393814 -0.40880778
55500 -2.3013944 0.26643731
55600 -2.0412183 0.6170234
55700 -2.392396 0.42205524
55800 -2.5839371 1.0267868
55900 -2.6393315 1.2256333
56000 -2.4345481 1.0968685
56100 -2.3467344 1.0671285
56200 -2.3370573 1.133631
56300 -2.6234225 1.2268553
56400 -2.4753983 0.78856534
56500 -2.962777 0.83619595
56600 -2.3432857 0.35092896
56700 -2.5793438 0.61451164
56800 -2.139858 1.4386887
56900 -2.0850501 1.4401341
57000 -2.2477812 1.1104493
57100 -2.3610854 1.5874384
57200 -2.6331955 1.5304916
57300 -2.7007314 1.4971272
57400 -2.3544157 1.0922619
57500 -2.634982 1.751613
57600 3.1305718 1.8617636
57700 -2.9798632 2.0474079
57800 -2.9120918 1.687137
57900 -2.7299507 1.6111352
58000 -3.1220509 1.950523
58100 -2.8539301 1.5196807
58200 -2.7344323 1.4771496
58300 -3.0297236 1.736939
58400 -2.9904464 2.0064126
58500 -3.0280547 1.971883
58600 -2.6122354 2.2343605
58700 -2.8106081 1.8144129
58800 -2.1590145 1.866384
58900 -1.8979121 1.6878625
59000 -1.8514946 1.7366693
59100 -1.8252513 1.6850999
59200 -2.0657241 1.5372357
59300 -1.9364317 1.7892097
59400 -2.0514541 1.7818473
59500 -2.0730263 1.8788953
59600 -1.9542079 1.4978775
59700 -1.8630299 1.4694201
59800 -1.458197 1.3794073
59900 -2.0394493 1.6763658
60000 -1.7202387 0.94837765
60100 -2.0703494 0.5922593
60200 -1.9161652 0.51008507
60300 -1.6691087 0.65911802
60400 -1.6563618 0.43138924
60500 -1.5951923 0.45699557
60600 -1.5279216 0.54413037
60700 -1.5186454 0.24953038
60800 -1.6109704 0.094944981
60900 -2.0951285 0.13170326
61000 -2.653564 -0.084803176
61100 -2.4374214 -0.49153497
61200 -2.4871152 -0.41359286
61300 -2.4729277 -0.13084632
61400 -2.8142301 -0.50216757
61500 -2.4999992 -0.22099659
61600 -2.6340869 -0.37053428
61700 -2.6294215 -0.31409532
61800 -2.5501523 -0.48269958
61900 -2.7473917 -0.47156581
62000 -2.7593023 -0.64850869
62100 -2.7953926 -0.32857651
62200 -2.8133135 -0.66518623
62300 -2.5733951 -0.57756657
62400 -2.6036093 -0.23581784
62500 -2.4555448 -0.49314618
62600 -1.6423777 -1.1649347
62700 -2.5906458 -1.0212849
62800 -2.8300089 -1.2911524
62900 -2.7498302 -0.93061191
63000 -2.74213 -1.2872872
63100 -3.0479075 -1.5350866
63200 3.139821 -0.9146508
63300 -2.8404406 -1.1934948
63400 -2.6601608 -1.0959767
63500 -3.0298407 -1.1117022
63600 -2.7403826 -1.1352637
63700 3.135772 -1.1212983
63800 -2.3851911 -1.1443638
63900 -2.9861921 -1.1551597
64000 -3.0520225 -1.1682821
64100 -2.736387 -1.0852391
64200 -2.6248778 -0.95762806
64300 -2.7409845 -0.87738822
64400 -2.5325184 -1.1602666
64500 -2.7352231 -1.0767998
64600 -2.7615272 -1.1353148
64700 -2.9366599 -0.9596899
64800 -3.0613679 -1.0610227
64900 -2.6925702 -1.449087
65000 -2.0477041 -1.2960495
65100 -2.5489442 -1.3001394
65200 -2.4545901 -1.2957904
65300 -2.4659703 -1.3724146
65400 -2.8060104 -1.1855293
65500 -2.5854211 -1.431226
65600 -2.388334 -1.4977304
65700 -2.7465714 -1.1707772
65800 -2.5900178 -1.3258117
65900 -2.6614498 -1.5275167
66000 -1.7075139 -1.6368759
66100 -1.7364837 -1.4897759
66200 -1.7733754 -1.2403725
66300 -1.0777183 -1.6803868
66400 -1.2402585 -1.4835533
66500 -1.5013997 -1.6060888
66600 -1.3763591 -1.5355095
66700 -1.3284656 -1.5309856
66800 -1.7215064 -1.4892124
66900 -1.4119822 -1.6132759
67000 -1.2930108 -1.6649651
67100 -1.5513185 -1.5629974
67200 -1.3121332 -1.6722816
67300 -1.284606 -1.6424132
67400 -1.2594553 -1.5570008
67500 -1.4393567 -1.5706079
67600 -1.1300981 -1.8366112
67700 -1.4713125 -2.0125555
67800 -1.1181698 -1.9959932
67900 -1.0839143 -2.2129862
68000 -1.1937635 -2.0100245
68100 -1.1665182 -1.8063039
68200 -1.4001416 -1.8899597
68300 -1.1666348 -1.8211113
68400 -1.5610913 -1.06
68500 -1.6293122 -1.1253786
68600 -1.607935 -0.79612609
68700 -1.3768216 -0.45850864
68800 -0.83018247 -0.26604921
68900 -1.0677177 0.1427278
69000 -0.91170051 -0.42908068
69100 -0.88277943 -0.57201135
69200 -0.90194834 -0.061642943
69300 -1.2728481 -0.02034451
69400 -0.86447781 -0.43939313
69500 -0.74755945 -0.35623667
69600 -0.8569134 -0.38299062
69700 -0.93798918 -0.26831773
69800 -0.87651893 -0.38918147
69900 -1.2412415 -0.087053804
70000 -1.1126593 -0.28994255
70100 -1.8253976 0.05122318
70200 -2.041433 0.29396701
70300 -2.0872202 0.26879902
70400 -1.6887731 0.17735664
70500 -1.4782952 0.1820935
70600 -1.8492959 0.027889554
70700 -2.2505559 -0.22585221
70800 -2.876783 -0.073958759
70900 -2.798513 0.1769684
71000 -3.0584005 0.53962165
71100 -2.9303688 0.90240417
71200 -3.1155136 0.92099719
71300 -3.0425402 0.61606454
71400 -3.0000177 0.34917428
71500 -2.7464356 0.59040159
71600 -3.0805906 0.50029207
71700 -3.1294252 0.71213094
71800 3.1052102 0.6591902
71900 -3.075458 0.83808356
72000 -2.8240081 0.62548026
72100 -3.132573 0.72252492
72200 -3.0800955 0.79826764
72300 -2.8894065 0.68695612
72400 -2.7990352 0.72909446
72500 -3.0108316 0.84784048
72600 -2.6840883 1.3516405
72700 -2.7477582 1.3985241
72800 -2.9408942 1.5441115
72900 -2.6189214 1.5145592
73000 -2.5255589 1.7228719
73100 -2.7449864 1.737884
73200 -2.8857814 2.011039
73300 -2.3930886 1.5798657
73400 -1.9528532 1.4188044
73500 -1.9782312 1.4351732
73600 -1.7736975 1.4025491
73700 -1.908281 1.2392713
73800 -2.2862352 1.1069786
73900 -2.6214093 1.4874899
74000 -1.6771091 1.3227007
74100 -1.6021348 1.2479991
74200 -1.6787561 0.89713068
74300 -2.2987228 1.3871464
74400 -2.1712288 1.4461912
74500 -1.7162961 1.136699
74600 -1.8850524 1.3470476
74700 -1.7687009 1.1406067
74800 -1.9946368 1.6377461
74900 -2.2984747 1.4071745
75000 -1.8675431 1.3296906
75100 -1.5095547 0.64872184
75200 -1.4750032 0.48939082
75300 -2.1658422 1.0364788
75400 -2.4415424 0.84233546
75500 -2.710357 0.58452458
75600 -2.3385904 0.71709682
75700 -2.449885 0.57181052
75800 -2.5496203 0.71895799
75900 -2.3741856 0.30461496
76000 -2.2775831 0.0427061
76100 -2.2376647 0.73833305
76200 -2.2517248 0.751608
76300 -2.2732045 0.6495644
76400 -2.2093541 0.89924955
76500 -2.2943311 0.94342702
76600 -2.4758161 1.006521
76700 -2.4450104 0.42659686
76800 -2.6660814 0.56126961
76900 -2.4396735 0.69304638
77000 -2.597093 0.33226072
77100 -2.5859814 0.38654802
77200 -2.1400611 0.70313394
77300 -3.0096276 0.53172798
77400 -2.6054187 0.59229657
77500 -2.2156483 0.69381163
77600 -2.0146528 0.56030782
77700 -1.8024365 0.16797563
77800 -1.8073378 -0.061888233
77900 -2.8343475 -0.11715813
78000 -3.021895 -0.38838806
78100 -3.0168434 -0.33585756
78200 -3.0186638 -0.56107778
78300 -2.9550873 -0.49874554
78400 2.9534414 -0.53567879
78500 -2.287609 -0.39352397
78600 -2.2347762 -0.55296558
78700 -2.6768999 -0.50537527
78800 -2.823126 -0.48806986
78900 -3.0136562 -0.11672128
79000 -2.9297059 -0.31808806
79100 2.9268684 -1.0081879
79200 -3.0884996 -0.48044692
79300 3.0332484 -0.6754505
79400 3.1065451 -0.3984614
79500 -3.1383227 -0.27248011
79600 3.0576542 -0.40919077
79700 3.0743459 -0.24044631
79800 3.0266752 -0.4379949
79900 3.125466 -0.39131894
80000 -3.0651512 -0.19156245
80100 3.0402188 0.21295655
80200 3.1137962 0.96115236
80300 3.1188692 0.75697328
80400 3.0046022 1.0727764
80500 3.0375285 0.86497123
80600 -3.1157296 1.1607177
80700 3.0071536 0.88821324
80800 3.1346726 1.3104515
80900 3.0190699 1.3541594
81000 2.7852159 0.75063044
81100 2.9141288 1.3181417
81200 3.0034772 1.1615697
81300 3.1335115 1.2783764
81400 2.8889429 1.1667881
81500 2.9790907 1.0788638
81600 2.8856171 1.1687001
81700 3.1186828 1.1709627
81800 3.053271 1.1787232
81900 3.0502421 1.2752307
82000 2.9604252 1.5846027
82100 3.1029677 1.5166417
82200 3.0782375 1.5009371
82300 3.0694635 1.4685146
82400 2.9167029 1.3439563
82500 2.9997706 1.803344
82600 2.8552459 1.5234634
82700 2.9235895 1.5802468
82800 3.1234955 2.210641
82900 2.7543405 2.8087244
83000 2.8628683 2.7901301
83100 3.1308843 2.7032456
83200 3.0292472 2.7409293
83300 2.8757734 2.6436342
83400 -3.136669 2.920697
83500 -2.4594097 2.2718893
83600 -2.5878666 2.4981749
83700 -2.3692966 2.277374
83800 -2.5835906 2.51994
83900 -2.3266767 2.206959
84000 -2.3538089 2.1515339
84100 -2.7869028 2.5606954
84200 -2.7777604 2.5550436
84300 -2.5681757 2.4567587
84400 -2.6011533 2.9228175
84500 -2.7421465 2.3905164
84600 -2.798353 2.6454788
84700 -2.681539 2.410228
84800 -2.504207 2.5929104
84900 -2.6739539 2.4313406
85000 -2.7722457 2.7586899
85100 -2.1336148 2.8028289
85200 -2.1844731 2.8403654
85300 -2.4287364 2.8168309
85400 -2.306594 2.7865874
85500 -1.5567172 2.5547267
85600 -1.40431 2.3576191
85700 -1.2220561 2.4700069
85800 -1.1233141 2.1954327
85900 -1.3139403 2.3434982
86000 -1.0760539 2.552133
86100 -1.2047233 2.421646
86200 -0.91364312 2.3750875
86300 -0.9994097 2.548281
86400 -1.0343386 2.4841403
86500 -0.37873113 2.5258395
86600 -1.3256543 2.4308935
86700 -0.25310532 2.2920037
86800 -0.85929743 2.430344
86900 -1.4027689 2.4682807
87000 -1.267408 2.655112
87100 -0.59242908 2.2627438
87200 -0.67652759 2.4664597
87300 -1.2056982 2.5296722
87400 -0.93896249 2.3942726
87500 -0.92260839 2.3790918
87600 -0.07235238 2.2606625
87700 -0.17665022 2.5953811
87800 -0.076735699 2.8064199
87900 0.22956279 2.5611458
88000 0.011538695 2.613318
88100 -0.0039008077 2.789341
88200 -0.05454493 2.4154644
