#Iteration center.0 center.1 sigma.0 sigma.1 height
41317000 -0.14763297 -1.9077853 0.3 0.3 0.3
41318000 0.1223344 -1.3790025 0.3 0.3 0.3
41319000 -0.86720913 -1.3739552 0.3 0.3 0.3
41320000 -0.254838 -0.96999644 0.3 0.3 0.3
41321000 0.4724468 -1.4725915 0.3 0.3 0.3
41322000 -1.0886838 -1.7823125 0.3 0.3 0.3
41323000 -1.4153819 -3.0847233 0.3 0.3 0.3
41324000 -0.2948753 -2.7491021 0.3 0.3 0.3
41325000 1.5420526 2.3462693 0.3 0.3 0.3
41326000 1.0491364 1.1698157 0.3 0.3 0.3
41327000 1.8210832 1.9131781 0.3 0.3 0.3
41328000 1.0168826 1.4834507 0.3 0.3 0.3
41329000 2.1805754 0.56205243 0.3 0.3 0.3
41330000 2.2632926 -0.8047447 0.3 0.3 0.3
41331000 2.5253796 -0.28471718 0.3 0.3 0.3
41332000 2.7370717 -0.011164214 0.3 0.3 0.3
41333000 1.9176953 -0.73989307 0.3 0.3 0.3
41334000 -2.4009759 -0.85807038 0.3 0.3 0.3
41335000 -2.6797881 -1.5921224 0.3 0.3 0.3
41336000 2.3218239 2.7237086 0.3 0.3 0.3
41337000 2.4798084 2.8506093 0.3 0.3 0.3
41338000 -3.1251237 3.130072 0.3 0.3 0.3
41339000 2.8787184 2.1548892 0.3 0.3 0.3
41340000 2.5737 0.54572417 0.3 0.3 0.3
41341000 -1.9449228 0.11653557 0.3 0.3 0.3
41342000 -0.81006492 0.95957784 0.3 0.3 0.3
41343000 -0.87484255 1.7078487 0.3 0.3 0.3
41344000 -1.4521788 2.3999432 0.3 0.3 0.3
41345000 -1.1356486 1.7252144 0.3 0.3 0.3
41346000 -1.5037782 2.1116775 0.3 0.3 0.3
41347000 -2.2049657 0.48772722 0.3 0.3 0.3
41348000 -3.0522863 0.2791034 0.3 0.3 0.3
41349000 -2.7183941 -0.39661558 0.3 0.3 0.3
41350000 -2.8849337 -0.59357703 0.3 0.3 0.3
41351000 -2.8287425 -0.31231711 0.3 0.3 0.3
41352000 -2.2896605 -0.4635983 0.3 0.3 0.3
41353000 -2.6661642 -0.89289767 0.3 0.3 0.3
41354000 -2.717783 -1.3929171 0.3 0.3 0.3
41355000 -2.9292843 -2.5081559 0.3 0.3 0.3
41356000 3.0124528 -1.4856773 0.3 0.3 0.3
41357000 3.0281703 -1.015223 0.3 0.3 0.3
41358000 2.4271493 -0.90095616 0.3 0.3 0.3
41359000 2.6551242 -2.2993813 0.3 0.3 0.3
41360000 1.4569909 -2.0028204 0.3 0.3 0.3
41361000 -0.319762 -0.245374 0.3 0.3 0.3
41362000 -1.4826507 0.26020475 0.3 0.3 0.3
41363000 -1.6103684 0.84617175 0.3 0.3 0.3
41364000 -1.5605268 1.7129988 0.3 0.3 0.3
41365000 -2.2116016 1.9890231 0.3 0.3 0.3
41366000 -2.2852719 2.243687 0.3 0.3 0.3
41367000 -2.0850512 2.6572108 0.3 0.3 0.3
41368000 2.8997659 1.4628372 0.3 0.3 0.3
41369000 2.9418296 1.1813738 0.3 0.3 0.3
41370000 -2.8500383 1.4231311 0.3 0.3 0.3
41371000 -2.4003706 1.3557923 0.3 0.3 0.3
41372000 2.9016358 1.9280751 0.3 0.3 0.3
41373000 1.7695167 1.8687191 0.3 0.3 0.3
41374000 2.3266889 -3.1288279 0.3 0.3 0.3
41375000 1.3002027 2.1147908 0.3 0.3 0.3
41376000 1.000051 2.6918134 0.3 0.3 0.3
41377000 0.33713533 2.589857 0.3 0.3 0.3
41378000 1.0044511 2.1365036 0.3 0.3 0.3
41379000 0.9120179 3.1259357 0.3 0.3 0.3
41380000 0.22334879 2.4642578 0.3 0.3 0.3
41381000 0.040901785 0.98875015 0.3 0.3 0.3
41382000 0.015061106 0.22818167 0.3 0.3 0.3
41383000 1.682107 -0.98558564 0.3 0.3 0.3
41384000 1.7279588 -0.57397677 0.3 0.3 0.3
41385000 2.1488649 -0.26881594 0.3 0.3 0.3
41386000 2.5321063 0.025503242 0.3 0.3 0.3
41387000 -3.086892 -0.87747857 0.3 0.3 0.3
41388000 2.636018 -0.71088607 0.3 0.3 0.3
41389000 2.8733513 -0.3896571 0.3 0.3 0.3
41390000 2.9507915 -1.5894816 0.3 0.3 0.3
41391000 -1.9924706 -0.89873274 0.3 0.3 0.3
41392000 -2.6286372 -0.59423325 0.3 0.3 0.3
41393000 -1.5554919 -0.2031921 0.3 0.3 0.3
41394000 -1.4597536 -1.0460578 0.3 0.3 0.3
41395000 -1.6428902 -2.4085756 0.3 0.3 0.3
41396000 -1.8798615 2.8940945 0.3 0.3 0.3
41397000 -1.8017672 -2.2333111 0.3 0.3 0.3
41398000 -1.0311777 -2.5881681 0.3 0.3 0.3
41399000 -1.5207615 -2.3376623 0.3 0.3 0.3
41400000 -1.3230882 -1.923567 0.3 0.3 0.3
41401000 -2.5220005 -2.318868 0.3 0.3 0.3
41402000 -1.3633679 -1.8365746 0.3 0.3 0.3
41403000 -1.5030491 -0.62558433 0.3 0.3 0.3
41404000 -0.54944397 -1.3682013 0.3 0.3 0.3
41405000 -2.7817064 -0.72057064 0.3 0.3 0.3
41406000 -2.2226505 -0.84043378 0.3 0.3 0.3
41407000 3.137871 0.53034034 0.3 0.3 0.3
41408000 -3.0728084 -0.59002256 0.3 0.3 0.3
41409000 -2.5737271 -0.21132354 0.3 0.3 0.3
41410000 -2.7197679 1.1250676 0.3 0.3 0.3
41411000 2.8806309 2.3577178 0.3 0.3 0.3
41412000 -3.0187472 0.75997031 0.3 0.3 0.3
41413000 -2.9447206 0.064088515 0.3 0.3 0.3
41414000 -2.7852555 0.4316146 0.3 0.3 0.3
41415000 -2.3256313 1.0632517 0.3 0.3 0.3
41416000 -2.5517628 0.53141325 0.3 0.3 0.3
41417000 3.1303583 0.4142016 0.3 0.3 0.3
41418000 2.8421493 1.5580664 0.3 0.3 0.3
41419000 2.1265274 2.0507868 0.3 0.3 0.3
41420000 2.7925156 1.8806295 0.3 0.3 0.3
41421000 -1.4840546 0.063683202 0.3 0.3 0.3
41422000 -2.1489048 0.20604334 0.3 0.3 0.3
41423000 -1.7452283 -0.08950221 0.3 0.3 0.3
41424000 -1.8164532 0.27691407 0.3 0.3 0.3
41425000 -1.6380863 0.67752896 0.3 0.3 0.3
41426000 0.24591452 -0.69304747 0.3 0.3 0.3
41427000 2.4501563 -1.9118967 0.3 0.3 0.3
41428000 2.1702799 -0.74406308 0.3 0.3 0.3
41429000 2.9228226 -1.1484029 0.3 0.3 0.3
41430000 -2.0607736 -0.29415332 0.3 0.3 0.3
41431000 -1.7133608 -0.29088307 0.3 0.3 0.3
41432000 -2.0456241 1.1313617 0.3 0.3 0.3
41433000 -2.1298847 1.749416 0.3 0.3 0.3
41434000 -2.8540094 0.1660157 0.3 0.3 0.3
41435000 -2.2567772 0.34965213 0.3 0.3 0.3
41436000 3.0295576 0.30673386 0.3 0.3 0.3
41437000 -0.72629673 -0.9904286 0.3 0.3 0.3
41438000 -0.002332508 -1.3721323 0.3 0.3 0.3
41439000 -0.7565032 -2.3144999 0.3 0.3 0.3
41440000 -0.93275796 -1.8575763 0.3 0.3 0.3
41441000 -0.67941702 -2.7866167 0.3 0.3 0.3
41442000 -2.40602 -2.7962884 0.3 0.3 0.3
41443000 -2.771422 -0.12741974 0.3 0.3 0.3
41444000 -2.9143742 -0.087781823 0.3 0.3 0.3
41445000 2.8789462 0.36992998 0.3 0.3 0.3
41446000 -2.9008122 0.36943501 0.3 0.3 0.3
41447000 2.9032636 1.1640231 0.3 0.3 0.3
41448000 2.976577 1.6894757 0.3 0.3 0.3
41449000 2.1985504 1.508425 0.3 0.3 0.3
41450000 -2.0665799 2.2605526 0.3 0.3 0.3
41451000 -0.59167919 1.1291255 0.3 0.3 0.3
41452000 -1.0564479 1.4144129 0.3 0.3 0.3
41453000 -0.88113832 0.38648123 0.3 0.3 0.3
41454000 -1.0572057 -2.1519305 0.3 0.3 0.3
41455000 -1.1799231 -2.9015859 0.3 0.3 0.3
41456000 -2.6117141 -0.15548941 0.3 0.3 0.3
41457000 -2.399363 0.10338952 0.3 0.3 0.3
41458000 -2.4201396 1.4639241 0.3 0.3 0.3
41459000 -1.9452014 2.4072907 0.3 0.3 0.3
41460000 -1.3975591 1.8995979 0.3 0.3 0.3
41461000 -1.5657287 1.4042066 0.3 0.3 0.3
41462000 -0.31835912 3.0986159 0.3 0.3 0.3
41463000 -0.97628618 -2.1151742 0.3 0.3 0.3
41464000 -1.5175883 -1.9877203 0.3 0.3 0.3
41465000 -1.7164405 -2.6585978 0.3 0.3 0.3
41466000 -2.8310873 -2.9810247 0.3 0.3 0.3
41467000 2.9975366 -2.4746035 0.3 0.3 0.3
41468000 2.9687591 2.984881 0.3 0.3 0.3
41469000 -2.1518465 2.4476465 0.3 0.3 0.3
41470000 -0.79117541 -2.0905549 0.3 0.3 0.3
41471000 0.36452259 -2.1256782 0.3 0.3 0.3
41472000 0.0029710214 -2.0744718 0.3 0.3 0.3
41473000 -1.5617125 -1.9177824 0.3 0.3 0.3
41474000 -2.3761324 -1.4621303 0.3 0.3 0.3
41475000 2.7765697 -0.91275977 0.3 0.3 0.3
41476000 1.4497719 -1.4717802 0.3 0.3 0.3
41477000 0.95140303 -0.46540219 0.3 0.3 0.3
41478000 0.96806522 -0.92031785 0.3 0.3 0.3
41479000 0.96503618 -1.0504407 0.3 0.3 0.3
41480000 0.60695906 -1.3272779 0.3 0.3 0.3
41481000 1.7600509 -1.5923821 0.3 0.3 0.3
41482000 -0.39077621 -0.70918422 0.3 0.3 0.3
41483000 -0.80150974 -0.10390583 0.3 0.3 0.3
41484000 -0.36430503 -0.087172862 0.3 0.3 0.3
41485000 -1.5232532 1.0979039 0.3 0.3 0.3
41486000 -3.0540873 0.46928231 0.3 0.3 0.3
41487000 -2.7005656 2.03976 0.3 0.3 0.3
41488000 -3.0389367 0.94395668 0.3 0.3 0.3
41489000 -2.7326341 1.0435326 0.3 0.3 0.3
41490000 -2.7277007 1.3129043 0.3 0.3 0.3
41491000 -3.0931651 0.90013555 0.3 0.3 0.3
41492000 -2.608708 -0.60426611 0.3 0.3 0.3
41493000 3.0216877 -0.90611389 0.3 0.3 0.3
41494000 3.0168523 -1.0815295 0.3 0.3 0.3
41495000 -2.7547837 -0.30270146 0.3 0.3 0.3
41496000 2.4911615 -0.09981876 0.3 0.3 0.3
41497000 -3.0173926 -0.60176437 0.3 0.3 0.3
41498000 0.29722514 -1.0619218 0.3 0.3 0.3
41499000 -1.3042779 -1.6464569 0.3 0.3 0.3
41500000 -1.9010116 -2.3540414 0.3 0.3 0.3
41501000 -2.9277844 -2.4645705 0.3 0.3 0.3
41502000 -2.9964888 3.1342197 0.3 0.3 0.3
41503000 -2.4951463 -0.21121504 0.3 0.3 0.3
41504000 2.9805396 1.7839798 0.3 0.3 0.3
41505000 -3.0639305 1.8192749 0.3 0.3 0.3
41506000 -0.83858605 0.94466853 0.3 0.3 0.3
41507000 -1.2390434 1.8977729 0.3 0.3 0.3
41508000 -1.3187146 1.245833 0.3 0.3 0.3
41509000 -1.6895699 1.5920457 0.3 0.3 0.3
41510000 -2.2693811 2.3419112 0.3 0.3 0.3
41511000 -1.7664332 2.3418541 0.3 0.3 0.3
41512000 -1.5694576 2.0421689 0.3 0.3 0.3
41513000 -0.50880845 2.0010539 0.3 0.3 0.3
41514000 -1.2628344 2.680672 0.3 0.3 0.3
41515000 -0.92859097 2.7063685 0.3 0.3 0.3
41516000 -0.12326431 2.6122552 0.3 0.3 0.3
41517000 -2.4930448 -2.2397789 0.3 0.3 0.3
41518000 1.1874377 2.4914906 0.3 0.3 0.3
41519000 0.6352567 -2.951447 0.3 0.3 0.3
41520000 1.1022373 2.855962 0.3 0.3 0.3
41521000 0.53805528 2.0577317 0.3 0.3 0.3
41522000 -0.070125207 1.6644519 0.3 0.3 0.3
41523000 0.50144478 2.2512483 0.3 0.3 0.3
41524000 -0.015472774 2.9341553 0.3 0.3 0.3
41525000 -1.7610596 -1.5815954 0.3 0.3 0.3
41526000 2.7775493 -2.9097721 0.3 0.3 0.3
41527000 -2.4326827 -2.1673924 0.3 0.3 0.3
41528000 -2.8475513 -2.9141782 0.3 0.3 0.3
41529000 -1.9971102 2.9626315 0.3 0.3 0.3
41530000 -2.5977584 1.9359006 0.3 0.3 0.3
41531000 -2.406325 2.4198806 0.3 0.3 0.3
41532000 2.3383708 2.6786665 0.3 0.3 0.3
41533000 2.2260837 3.0214019 0.3 0.3 0.3
41534000 2.4623903 2.614498 0.3 0.3 0.3
41535000 -2.4060027 1.9263393 0.3 0.3 0.3
41536000 -1.0915454 1.4041372 0.3 0.3 0.3
41537000 -0.99481435 1.0219286 0.3 0.3 0.3
41538000 -1.7928482 1.3577596 0.3 0.3 0.3
41539000 -1.8760158 0.63774167 0.3 0.3 0.3
41540000 -1.6331951 0.41082492 0.3 0.3 0.3
41541000 -2.1479888 -0.88172268 0.3 0.3 0.3
41542000 -2.5613648 -0.26049869 0.3 0.3 0.3
41543000 -2.6359445 0.056725156 0.3 0.3 0.3
41544000 -2.0202866 0.87823858 0.3 0.3 0.3
41545000 -1.0229778 0.94905038 0.3 0.3 0.3
41546000 -2.4471674 0.95299292 0.3 0.3 0.3
41547000 -2.7642523 1.0319295 0.3 0.3 0.3
41548000 -2.4255581 0.86291338 0.3 0.3 0.3
41549000 -3.1263868 1.0290727 0.3 0.3 0.3
41550000 2.5510131 1.6157249 0.3 0.3 0.3
41551000 2.1870472 2.6618839 0.3 0.3 0.3
41552000 1.8025467 1.7148764 0.3 0.3 0.3
41553000 1.5028843 2.5689487 0.3 0.3 0.3
41554000 1.7047403 0.94925524 0.3 0.3 0.3
41555000 2.195103 1.1093752 0.3 0.3 0.3
41556000 2.0155351 0.37747292 0.3 0.3 0.3
41557000 2.2429232 1.5530641 0.3 0.3 0.3
41558000 0.37101259 2.7342586 0.3 0.3 0.3
41559000 0.13886926 2.8371847 0.3 0.3 0.3
41560000 -0.84047631 -2.8642232 0.3 0.3 0.3
41561000 -1.8306057 -2.2366831 0.3 0.3 0.3
41562000 0.74369432 -2.2483945 0.3 0.3 0.3
41563000 -0.37860295 -2.1385302 0.3 0.3 0.3
41564000 0.22683352 -2.1304844 0.3 0.3 0.3
41565000 1.8434102 -1.5667601 0.3 0.3 0.3
41566000 1.6251861 -1.9655718 0.3 0.3 0.3
41567000 0.73077027 -1.0598755 0.3 0.3 0.3
41568000 0.49291219 -0.068424884 0.3 0.3 0.3
41569000 1.0733734 -0.48111616 0.3 0.3 0.3
41570000 0.80268475 0.1391687 0.3 0.3 0.3
41571000 1.1639352 0.5988474 0.3 0.3 0.3
41572000 -0.17957065 0.32978854 0.3 0.3 0.3
41573000 -0.97375789 0.97067978 0.3 0.3 0.3
41574000 -1.4857411 -3.1196499 0.3 0.3 0.3
41575000 -2.1528099 -0.98976357 0.3 0.3 0.3
41576000 -2.1443856 -1.8330655 0.3 0.3 0.3
41577000 -1.4197407 -0.33497485 0.3 0.3 0.3
41578000 -1.7551503 -1.6630573 0.3 0.3 0.3
41579000 -0.91084248 -1.8394801 0.3 0.3 0.3
41580000 -1.1708134 -1.3989206 0.3 0.3 0.3
41581000 -2.8405378 -2.9721926 0.3 0.3 0.3
41582000 -1.8479267 2.8937613 0.3 0.3 0.3
41583000 -2.2849539 2.6007089 0.3 0.3 0.3
41584000 -1.6436946 2.0452525 0.3 0.3 0.3
41585000 -1.6640094 2.0284778 0.3 0.3 0.3
41586000 -2.5609202 2.7089243 0.3 0.3 0.3
41587000 2.2260479 1.7153442 0.3 0.3 0.3
41588000 2.1264019 2.9168717 0.3 0.3 0.3
41589000 1.4359259 2.8662415 0.3 0.3 0.3
41590000 1.9139336 2.9945854 0.3 0.3 0.3
41591000 1.0523337 2.0426818 0.3 0.3 0.3
41592000 0.45776767 2.8991744 0.3 0.3 0.3
41593000 1.2780257 2.2086691 0.3 0.3 0.3
41594000 0.3551643 2.9476826 0.3 0.3 0.3
41595000 1.5743407 0.57442657 0.3 0.3 0.3
41596000 2.5858321 0.02158363 0.3 0.3 0.3
41597000 -0.19901207 0.94982352 0.3 0.3 0.3
41598000 -0.08951712 0.41507885 0.3 0.3 0.3
41599000 1.2052458 1.3506581 0.3 0.3 0.3
41600000 -0.067738899 1.2733434 0.3 0.3 0.3
41601000 -0.35779797 1.6485147 0.3 0.3 0.3
41602000 0.85005667 1.0437927 0.3 0.3 0.3
41603000 1.9665617 1.7001391 0.3 0.3 0.3
41604000 1.9982584 2.438462 0.3 0.3 0.3
41605000 1.4815448 0.57087405 0.3 0.3 0.3
41606000 -0.14248243 2.2264346 0.3 0.3 0.3
41607000 -0.94055082 1.2584012 0.3 0.3 0.3
41608000 -1.2395198 0.97091976 0.3 0.3 0.3
41609000 -1.6458005 0.76242662 0.3 0.3 0.3
41610000 -0.6670774 0.9402211 0.3 0.3 0.3
41611000 -0.58902046 1.2118005 0.3 0.3 0.3
41612000 -1.887085 0.70252039 0.3 0.3 0.3
41613000 -1.7478579 0.52112091 0.3 0.3 0.3
41614000 -2.4839066 0.63275378 0.3 0.3 0.3
41615000 -2.3279301 1.6082299 0.3 0.3 0.3
41616000 2.9999896 1.3365297 0.3 0.3 0.3
41617000 -2.3723604 0.69866496 0.3 0.3 0.3
41618000 3.0041835 1.0949634 0.3 0.3 0.3
41619000 -2.596002 2.3558656 0.3 0.3 0.3
41620000 2.9594165 2.6067604 0.3 0.3 0.3
41621000 2.5756817 0.89130792 0.3 0.3 0.3
41622000 2.3882798 0.80183302 0.3 0.3 0.3
41623000 2.0073776 1.4160606 0.3 0.3 0.3
41624000 1.6626164 1.5646657 0.3 0.3 0.3
41625000 1.9390538 -3.1174291 0.3 0.3 0.3
41626000 2.310661 -3.0118074 0.3 0.3 0.3
41627000 -3.0648936 2.306331 0.3 0.3 0.3
41628000 -2.5544199 2.9872771 0.3 0.3 0.3
41629000 2.8280293 2.6456405 0.3 0.3 0.3
41630000 3.1001848 3.1209268 0.3 0.3 0.3
41631000 3.0378659 -1.3860942 0.3 0.3 0.3
41632000 -2.3522642 -1.5897888 0.3 0.3 0.3
41633000 -2.0458368 -1.5564236 0.3 0.3 0.3
41634000 -2.2257994 -1.1190527 0.3 0.3 0.3
41635000 2.8389192 -2.2192863 0.3 0.3 0.3
41636000 -2.17479 -0.82764105 0.3 0.3 0.3
41637000 -1.8287273 -0.33394884 0.3 0.3 0.3
41638000 -1.1908705 -0.170689 0.3 0.3 0.3
41639000 -0.48150462 1.4632623 0.3 0.3 0.3
41640000 -0.085201403 0.33182972 0.3 0.3 0.3
41641000 0.76605569 0.50825937 0.3 0.3 0.3
41642000 0.95132446 0.053467882 0.3 0.3 0.3
41643000 1.7845578 -0.38692008 0.3 0.3 0.3
41644000 0.10677735 0.18654632 0.3 0.3 0.3
41645000 0.089941127 0.22251928 0.3 0.3 0.3
41646000 0.3690104 2.0521585 0.3 0.3 0.3
41647000 1.0160331 1.3118152 0.3 0.3 0.3
41648000 0.43144959 1.5153737 0.3 0.3 0.3
41649000 -0.63152457 1.0815962 0.3 0.3 0.3
41650000 0.056574175 2.2557606 0.3 0.3 0.3
41651000 0.13747443 1.758097 0.3 0.3 0.3
41652000 -0.15946938 3.0550017 0.3 0.3 0.3
41653000 1.5793054 2.2234203 0.3 0.3 0.3
41654000 0.82255071 2.3093318 0.3 0.3 0.3
41655000 1.7872058 -2.1117944 0.3 0.3 0.3
41656000 0.9409617 -2.0485615 0.3 0.3 0.3
41657000 1.214059 -1.4834658 0.3 0.3 0.3
41658000 0.74091923 -2.5342521 0.3 0.3 0.3
41659000 -0.36222865 -1.8567072 0.3 0.3 0.3
41660000 -0.5820005 -1.6006986 0.3 0.3 0.3
41661000 1.9863601 -2.5543817 0.3 0.3 0.3
41662000 2.9593384 -2.1793678 0.3 0.3 0.3
41663000 2.555468 -0.34842514 0.3 0.3 0.3
41664000 -2.27829 -0.39273044 0.3 0.3 0.3
41665000 -1.5635403 0.50237972 0.3 0.3 0.3
41666000 -2.2911204 1.1432263 0.3 0.3 0.3
41667000 -2.2138856 2.0778263 0.3 0.3 0.3
41668000 2.1952793 2.3692175 0.3 0.3 0.3
41669000 1.1551927 2.8667291 0.3 0.3 0.3
41670000 1.0725484 -2.9469415 0.3 0.3 0.3
41671000 0.68310763 -2.8592603 0.3 0.3 0.3
41672000 -0.30266398 -2.3949346 0.3 0.3 0.3
41673000 1.2036795 -2.9054863 0.3 0.3 0.3
41674000 2.1135013 -2.4335975 0.3 0.3 0.3
41675000 1.8517169 -2.6060834 0.3 0.3 0.3
41676000 1.6797714 -3.0681603 0.3 0.3 0.3
41677000 2.0879052 2.2005718 0.3 0.3 0.3
41678000 1.4161778 2.3506471 0.3 0.3 0.3
41679000 1.6720306 2.6813762 0.3 0.3 0.3
41680000 1.4069061 2.3778128 0.3 0.3 0.3
41681000 0.89324135 -3.102324 0.3 0.3 0.3
41682000 1.5147762 -2.906237 0.3 0.3 0.3
41683000 1.4706478 -2.1826843 0.3 0.3 0.3
41684000 1.2602508 0.10485457 0.3 0.3 0.3
41685000 -0.63448854 1.4510235 0.3 0.3 0.3
41686000 -1.0868817 2.4069123 0.3 0.3 0.3
41687000 -1.9311354 2.2359178 0.3 0.3 0.3
41688000 -1.5716578 2.7246872 0.3 0.3 0.3
41689000 -0.46048246 2.648545 0.3 0.3 0.3
41690000 -0.87877128 3.0061585 0.3 0.3 0.3
41691000 -0.32684356 2.167759 0.3 0.3 0.3
41692000 -1.4125789 -2.3524261 0.3 0.3 0.3
41693000 -2.0928281 -2.7754445 0.3 0.3 0.3
41694000 -2.4179357 -2.9003969 0.3 0.3 0.3
41695000 -0.79502457 1.9432271 0.3 0.3 0.3
41696000 -1.055392 2.3896518 0.3 0.3 0.3
41697000 -1.1604862 -3.0095512 0.3 0.3 0.3
41698000 -1.8661071 2.3248904 0.3 0.3 0.3
41699000 2.7888223 2.4845116 0.3 0.3 0.3
41700000 2.2726487 2.6700778 0.3 0.3 0.3
41701000 2.541543 3.08366 0.3 0.3 0.3
41702000 -0.7540941 1.3048729 0.3 0.3 0.3
41703000 0.16351551 2.315992 0.3 0.3 0.3
41704000 -1.2254934 1.3382217 0.3 0.3 0.3
41705000 -0.24380346 0.080568259 0.3 0.3 0.3
41706000 -0.83162713 -1.1392507 0.3 0.3 0.3
41707000 -1.8330624 -0.030212742 0.3 0.3 0.3
41708000 -1.4949955 -0.44608196 0.3 0.3 0.3
41709000 -2.9232045 -0.42105593 0.3 0.3 0.3
41710000 -2.826901 -1.2624321 0.3 0.3 0.3
41711000 2.3678315 -1.2570726 0.3 0.3 0.3
41712000 3.0895643 -0.37840233 0.3 0.3 0.3
41713000 2.3762476 -0.11314935 0.3 0.3 0.3
41714000 2.9736352 -0.65157029 0.3 0.3 0.3
41715000 2.4035278 -1.8310142 0.3 0.3 0.3
41716000 1.9405446 -1.3546155 0.3 0.3 0.3
41717000 0.4090401 -1.0509519 0.3 0.3 0.3
41718000 -0.1993625 -1.2179997 0.3 0.3 0.3
41719000 0.78017912 -2.0519149 0.3 0.3 0.3
41720000 0.031852863 -1.3844615 0.3 0.3 0.3
41721000 -0.020196748 -1.456034 0.3 0.3 0.3
41722000 0.66684613 -1.4803418 0.3 0.3 0.3
41723000 0.97516608 -1.9063011 0.3 0.3 0.3
41724000 1.3857535 -1.4543389 0.3 0.3 0.3
41725000 1.8954092 -2.7626539 0.3 0.3 0.3
41726000 2.974568 -2.2884208 0.3 0.3 0.3
41727000 2.0447203 -2.4668841 0.3 0.3 0.3
41728000 2.4198584 -2.5533937 0.3 0.3 0.3
41729000 1.8388298 -2.5868854 0.3 0.3 0.3
41730000 2.4120308 -2.899454 0.3 0.3 0.3
41731000 2.0265722 -2.446838 0.3 0.3 0.3
41732000 -2.9904405 -1.3355387 0.3 0.3 0.3
41733000 -1.9160425 -1.3752137 0.3 0.3 0.3
41734000 0.14609277 -0.91821541 0.3 0.3 0.3
41735000 -0.84743585 -0.10929799 0.3 0.3 0.3
41736000 -1.3355173 0.057621892 0.3 0.3 0.3
41737000 -0.72644055 0.51018082 0.3 0.3 0.3
41738000 -2.5207065 2.3173119 0.3 0.3 0.3
41739000 2.5116043 1.618322 0.3 0.3 0.3
41740000 -2.4785449 0.98074002 0.3 0.3 0.3
41741000 -2.7098326 0.55429768 0.3 0.3 0.3
41742000 -1.5430704 0.99146693 0.3 0.3 0.3
41743000 -1.2155043 0.59708197 0.3 0.3 0.3
41744000 -1.4922931 0.11669769 0.3 0.3 0.3
41745000 2.1424693 -2.1600735 0.3 0.3 0.3
41746000 2.5121824 -1.285413 0.3 0.3 0.3
41747000 1.6898096 -1.7435444 0.3 0.3 0.3
41748000 0.064541715 -2.0149493 0.3 0.3 0.3
41749000 1.4570734 -2.4084953 0.3 0.3 0.3
41750000 0.75809618 -2.6846639 0.3 0.3 0.3
41751000 0.84646478 -2.1333064 0.3 0.3 0.3
41752000 -0.47440307 -0.44964858 0.3 0.3 0.3
41753000 -0.35255545 -1.7238437 0.3 0.3 0.3
41754000 -0.57487958 -2.1206246 0.3 0.3 0.3
41755000 -0.985201 2.825196 0.3 0.3 0.3
41756000 -0.31008157 2.7886614 0.3 0.3 0.3
41757000 -0.30422166 1.6699121 0.3 0.3 0.3
41758000 2.1148901 1.0884905 0.3 0.3 0.3
41759000 1.9568654 2.3569185 0.3 0.3 0.3
41760000 2.2434437 2.6430792 0.3 0.3 0.3
41761000 -2.9115257 3.039306 0.3 0.3 0.3
41762000 2.6368863 2.3742668 0.3 0.3 0.3
41763000 -2.8898982 1.4947537 0.3 0.3 0.3
41764000 -2.8958189 1.3725702 0.3 0.3 0.3
41765000 -3.0593721 2.5699694 0.3 0.3 0.3
41766000 2.9806779 1.7819818 0.3 0.3 0.3
41767000 2.892079 1.5027604 0.3 0.3 0.3
41768000 2.1468247 0.49628361 0.3 0.3 0.3
41769000 1.3198458 0.17226167 0.3 0.3 0.3
41770000 1.0821874 -0.063205266 0.3 0.3 0.3
41771000 0.59443577 -0.18793771 0.3 0.3 0.3
41772000 1.4891003 0.64613602 0.3 0.3 0.3
41773000 1.8914154 1.6241582 0.3 0.3 0.3
41774000 1.8395309 1.0769494 0.3 0.3 0.3
41775000 2.6550829 -1.1911029 0.3 0.3 0.3
41776000 2.7601301 -1.7653977 0.3 0.3 0.3
41777000 2.6924165 -1.8213262 0.3 0.3 0.3
41778000 -2.8257995 -0.73139014 0.3 0.3 0.3
41779000 -2.6327224 -1.2199161 0.3 0.3 0.3
41780000 -2.7367479 0.37393423 0.3 0.3 0.3
41781000 2.8463116 0.27363824 0.3 0.3 0.3
41782000 2.816685 1.5046099 0.3 0.3 0.3
41783000 1.234159 1.5536217 0.3 0.3 0.3
41784000 -0.072756715 2.1020638 0.3 0.3 0.3
41785000 1.3229243 1.4417419 0.3 0.3 0.3
41786000 1.9117647 1.7937837 0.3 0.3 0.3
41787000 0.79930674 3.07688 0.3 0.3 0.3
41788000 1.3999448 2.9861652 0.3 0.3 0.3
41789000 -3.0018184 -2.7325244 0.3 0.3 0.3
41790000 2.4986933 -2.1794917 0.3 0.3 0.3
41791000 -2.7293118 -2.4544055 0.3 0.3 0.3
41792000 -2.2396883 -2.3284412 0.3 0.3 0.3
41793000 -2.0505332 -2.9857968 0.3 0.3 0.3
41794000 -2.7768684 1.8671362 0.3 0.3 0.3
41795000 -2.4491921 1.6821623 0.3 0.3 0.3
41796000 2.9730889 -2.6481493 0.3 0.3 0.3
41797000 2.3596862 -0.88220271 0.3 0.3 0.3
41798000 -2.8789114 -1.6724122 0.3 0.3 0.3
41799000 -2.2794904 -2.1672211 0.3 0.3 0.3
41800000 -2.0721449 -2.3984098 0.3 0.3 0.3
