#Iteration center.0 center.1 sigma.0 sigma.1 height
4647000 -1.889682 -1.917162 0.3 0.3 0.3
4648000 -1.6310289 -1.0213297 0.3 0.3 0.3
4649000 -1.0821482 -0.29183161 0.3 0.3 0.3
4650000 -0.59463944 -1.3078394 0.3 0.3 0.3
4651000 -0.33914694 -1.7122714 0.3 0.3 0.3
4652000 0.49086767 -1.6723319 0.3 0.3 0.3
4653000 0.47767957 -1.3815386 0.3 0.3 0.3
4654000 -0.5898128 -1.5198035 0.3 0.3 0.3
4655000 -2.6912261 -0.27972817 0.3 0.3 0.3
4656000 -0.8517027 -1.6660235 0.3 0.3 0.3
4657000 -1.0340281 -1.1804101 0.3 0.3 0.3
4658000 -0.35592714 -1.46941 0.3 0.3 0.3
4659000 0.34892693 -1.5549322 0.3 0.3 0.3
4660000 1.1056788 -1.8931275 0.3 0.3 0.3
4661000 0.28776686 -1.3902573 0.3 0.3 0.3
4662000 0.66591927 -2.5545399 0.3 0.3 0.3
4663000 -1.087358 -1.177252 0.3 0.3 0.3
4664000 -1.2317247 -2.2383071 0.3 0.3 0.3
4665000 3.0956938 -0.16128692 0.3 0.3 0.3
4666000 -2.5626417 -0.67783208 0.3 0.3 0.3
4667000 -2.6448164 -0.29460026 0.3 0.3 0.3
4668000 -3.140843 -0.68667075 0.3 0.3 0.3
4669000 -2.8832645 -1.4661798 0.3 0.3 0.3
4670000 3.0745148 -0.86097416 0.3 0.3 0.3
4671000 -2.649168 -0.24251487 0.3 0.3 0.3
4672000 -2.4896798 -0.84697719 0.3 0.3 0.3
4673000 -2.4994636 -1.6263147 0.3 0.3 0.3
4674000 -1.5509963 -1.7004044 0.3 0.3 0.3
4675000 -2.8324906 -1.2323047 0.3 0.3 0.3
4676000 -2.158758 -2.9763122 0.3 0.3 0.3
4677000 -3.0365184 3.0915363 0.3 0.3 0.3
4678000 2.8903672 2.9653905 0.3 0.3 0.3
4679000 2.9442091 3.006223 0.3 0.3 0.3
4680000 3.1325582 2.1462398 0.3 0.3 0.3
4681000 3.0547051 2.0803938 0.3 0.3 0.3
4682000 2.924057 1.8460888 0.3 0.3 0.3
4683000 2.7038316 1.8520295 0.3 0.3 0.3
4684000 2.5140795 1.9036868 0.3 0.3 0.3
4685000 2.5848238 2.3441918 0.3 0.3 0.3
4686000 -3.0050287 2.0027756 0.3 0.3 0.3
4687000 2.6860239 2.387009 0.3 0.3 0.3
4688000 -2.9171039 0.84370415 0.3 0.3 0.3
4689000 -3.1173837 1.5125306 0.3 0.3 0.3
4690000 -2.5367953 1.116318 0.3 0.3 0.3
4691000 -2.6376563 0.20405801 0.3 0.3 0.3
4692000 2.9715473 0.50073453 0.3 0.3 0.3
4693000 -2.8001618 1.3836479 0.3 0.3 0.3
4694000 -2.5586912 -2.8649228 0.3 0.3 0.3
4695000 -2.0284968 2.3481675 0.3 0.3 0.3
4696000 -2.4683615 -2.7802704 0.3 0.3 0.3
4697000 -2.4135595 -2.4674329 0.3 0.3 0.3
4698000 -2.6724436 -2.4656727 0.3 0.3 0.3
4699000 3.0453363 2.989366 0.3 0.3 0.3
4700000 2.6962864 2.7755957 0.3 0.3 0.3
4701000 -2.6013035 2.8483224 0.3 0.3 0.3
4702000 -2.808441 2.5348485 0.3 0.3 0.3
4703000 -2.4363455 2.1722332 0.3 0.3 0.3
4704000 -2.5597931 2.6352154 0.3 0.3 0.3
4705000 -0.96279251 -0.53681584 0.3 0.3 0.3
4706000 0.22057493 -1.2459093 0.3 0.3 0.3
4707000 -0.95628934 -0.34647687 0.3 0.3 0.3
4708000 -1.9196757 -2.5082084 0.3 0.3 0.3
4709000 -1.0236299 -1.8446926 0.3 0.3 0.3
4710000 -1.4634767 -1.8886314 0.3 0.3 0.3
4711000 -1.9858196 -2.1052751 0.3 0.3 0.3
4712000 -1.0823527 -2.1440721 0.3 0.3 0.3
4713000 -0.87745084 -3.0735975 0.3 0.3 0.3
4714000 -0.87982992 2.441127 0.3 0.3 0.3
4715000 -2.9260044 -2.7934926 0.3 0.3 0.3
4716000 -0.36502759 2.6652532 0.3 0.3 0.3
4717000 -0.93734987 2.7187064 0.3 0.3 0.3
4718000 -0.70382167 -3.1372762 0.3 0.3 0.3
4719000 -0.55064741 3.0322171 0.3 0.3 0.3
4720000 -0.84574049 2.9012374 0.3 0.3 0.3
4721000 -1.8589361 -2.4232734 0.3 0.3 0.3
4722000 -1.3000165 -1.7468915 0.3 0.3 0.3
4723000 -2.125485 -0.93055235 0.3 0.3 0.3
4724000 -2.0211 -1.465072 0.3 0.3 0.3
4725000 -2.0449645 -0.44671122 0.3 0.3 0.3
4726000 -2.9027801 -0.19579291 0.3 0.3 0.3
4727000 -2.9645182 -0.38441456 0.3 0.3 0.3
4728000 2.8985914 -0.65674704 0.3 0.3 0.3
4729000 -2.363014 -1.1910941 0.3 0.3 0.3
4730000 3.0527644 -0.74789494 0.3 0.3 0.3
4731000 2.9782158 -0.38812337 0.3 0.3 0.3
4732000 -3.0225533 -0.70735579 0.3 0.3 0.3
4733000 -2.0267256 -0.81613332 0.3 0.3 0.3
4734000 -1.5988581 -1.3647014 0.3 0.3 0.3
4735000 -1.117255 -1.419995 0.3 0.3 0.3
4736000 -1.1687987 -2.0824092 0.3 0.3 0.3
4737000 -1.1818996 -2.2388282 0.3 0.3 0.3
4738000 -2.219214 -1.3441382 0.3 0.3 0.3
4739000 -2.0942002 -0.60250814 0.3 0.3 0.3
4740000 -2.1299646 -0.08751331 0.3 0.3 0.3
4741000 -2.7031477 0.53834462 0.3 0.3 0.3
4742000 -1.4492456 -0.10682418 0.3 0.3 0.3
4743000 -1.1969267 0.12539131 0.3 0.3 0.3
4744000 -2.3129751 0.89073568 0.3 0.3 0.3
4745000 -2.5984612 0.99497141 0.3 0.3 0.3
4746000 -2.0780946 0.10491786 0.3 0.3 0.3
4747000 -2.7793518 0.043516915 0.3 0.3 0.3
4748000 3.1356508 0.43060635 0.3 0.3 0.3
4749000 3.0309646 1.7550226 0.3 0.3 0.3
4750000 2.9927193 1.5373942 0.3 0.3 0.3
4751000 -1.909075 1.0278007 0.3 0.3 0.3
4752000 -2.3718036 1.7591562 0.3 0.3 0.3
4753000 -2.0129791 1.6176646 0.3 0.3 0.3
4754000 2.8746221 1.9935275 0.3 0.3 0.3
4755000 -2.560816 1.9756925 0.3 0.3 0.3
4756000 3.1381382 2.425753 0.3 0.3 0.3
4757000 2.9569127 1.7319515 0.3 0.3 0.3
4758000 -2.9808926 0.73926808 0.3 0.3 0.3
4759000 -3.0133624 0.93744243 0.3 0.3 0.3
4760000 -3.0474338 0.8578712 0.3 0.3 0.3
4761000 3.11304 0.75744456 0.3 0.3 0.3
4762000 -3.0247147 1.5711171 0.3 0.3 0.3
4763000 -1.6055226 1.0321819 0.3 0.3 0.3
4764000 -1.9026993 0.84114833 0.3 0.3 0.3
4765000 -2.0563455 0.80895242 0.3 0.3 0.3
4766000 -3.0599354 1.5237779 0.3 0.3 0.3
4767000 -2.6604011 2.1858443 0.3 0.3 0.3
4768000 -2.5231215 1.7809566 0.3 0.3 0.3
4769000 -1.7021421 2.248784 0.3 0.3 0.3
4770000 -2.2791435 1.1126965 0.3 0.3 0.3
4771000 -2.09584 1.7070664 0.3 0.3 0.3
4772000 -1.4024395 1.0041392 0.3 0.3 0.3
4773000 -1.5831743 0.71624303 0.3 0.3 0.3
4774000 -2.9973412 1.0708705 0.3 0.3 0.3
4775000 -2.8906043 1.0530429 0.3 0.3 0.3
4776000 -0.54712605 -0.42380086 0.3 0.3 0.3
4777000 -0.95882306 0.11011406 0.3 0.3 0.3
4778000 -1.2850255 0.34479138 0.3 0.3 0.3
4779000 -1.371771 -0.80026438 0.3 0.3 0.3
4780000 2.7478993 -0.43881259 0.3 0.3 0.3
4781000 -1.7139475 -0.22196112 0.3 0.3 0.3
4782000 -1.6008955 -0.37509575 0.3 0.3 0.3
4783000 -1.3663944 -0.85738212 0.3 0.3 0.3
4784000 -1.4490538 0.02959083 0.3 0.3 0.3
4785000 -0.4342263 -1.2714681 0.3 0.3 0.3
4786000 -0.43597477 -0.603558 0.3 0.3 0.3
4787000 -0.65214828 -0.52436676 0.3 0.3 0.3
4788000 -0.68937203 -0.41519819 0.3 0.3 0.3
4789000 -1.5211988 -0.67073986 0.3 0.3 0.3
4790000 0.071179879 -1.6599181 0.3 0.3 0.3
4791000 -1.0585833 -1.7305625 0.3 0.3 0.3
4792000 -1.0076045 -1.5737554 0.3 0.3 0.3
4793000 -1.4025381 -1.6202878 0.3 0.3 0.3
4794000 -1.6536274 -1.3534079 0.3 0.3 0.3
4795000 -2.2869162 -1.1741991 0.3 0.3 0.3
4796000 -3.0118826 -1.4191667 0.3 0.3 0.3
4797000 -2.7530833 -0.2731951 0.3 0.3 0.3
4798000 -2.1432146 0.6201906 0.3 0.3 0.3
4799000 -1.1021649 0.040457764 0.3 0.3 0.3
4800000 -2.5880079 0.60853887 0.3 0.3 0.3
4801000 -1.8709576 0.70313286 0.3 0.3 0.3
4802000 -1.9079746 0.63306003 0.3 0.3 0.3
4803000 0.064683722 -1.3398502 0.3 0.3 0.3
4804000 -1.5855783 -0.96084211 0.3 0.3 0.3
4805000 0.11291294 -1.1995043 0.3 0.3 0.3
4806000 -0.33733592 -1.1256778 0.3 0.3 0.3
4807000 0.55765874 -2.1793146 0.3 0.3 0.3
4808000 0.53038489 -2.5368766 0.3 0.3 0.3
4809000 1.0239561 2.7748705 0.3 0.3 0.3
4810000 1.2635273 2.2625678 0.3 0.3 0.3
4811000 1.086707 2.3043538 0.3 0.3 0.3
4812000 0.73314226 2.6117363 0.3 0.3 0.3
4813000 0.0042249311 2.2183147 0.3 0.3 0.3
4814000 0.560716 2.1973559 0.3 0.3 0.3
4815000 0.79871463 2.0283035 0.3 0.3 0.3
4816000 1.3823344 1.0346327 0.3 0.3 0.3
4817000 0.83306184 1.8427438 0.3 0.3 0.3
4818000 0.64423945 -2.946294 0.3 0.3 0.3
4819000 0.48416269 3.062882 0.3 0.3 0.3
4820000 0.4571933 2.8179343 0.3 0.3 0.3
4821000 1.5792797 0.8217046 0.3 0.3 0.3
4822000 0.073537802 1.8928895 0.3 0.3 0.3
4823000 -1.088264 2.8641307 0.3 0.3 0.3
4824000 -1.5507932 2.5756759 0.3 0.3 0.3
4825000 -1.4715069 1.7671295 0.3 0.3 0.3
4826000 0.23249442 2.4095227 0.3 0.3 0.3
4827000 -2.0038613 2.0535221 0.3 0.3 0.3
4828000 -2.9741282 3.0710644 0.3 0.3 0.3
4829000 -0.75180983 3.0416509 0.3 0.3 0.3
4830000 -1.8693119 2.3029435 0.3 0.3 0.3
4831000 -1.4490444 2.8582481 0.3 0.3 0.3
4832000 -1.1587658 2.0950463 0.3 0.3 0.3
4833000 -0.83471746 1.5858769 0.3 0.3 0.3
4834000 -0.15082455 2.518685 0.3 0.3 0.3
4835000 0.51622833 1.9867163 0.3 0.3 0.3
4836000 1.113697 1.6594695 0.3 0.3 0.3
4837000 0.98450193 1.7158098 0.3 0.3 0.3
4838000 1.6311947 1.078106 0.3 0.3 0.3
4839000 1.2266451 -0.24435773 0.3 0.3 0.3
4840000 1.1148122 0.17185743 0.3 0.3 0.3
4841000 0.59205798 0.46055888 0.3 0.3 0.3
4842000 1.1491017 0.20036147 0.3 0.3 0.3
4843000 1.4089585 0.081276214 0.3 0.3 0.3
4844000 1.1234467 0.83369036 0.3 0.3 0.3
4845000 1.8675539 0.6272583 0.3 0.3 0.3
4846000 -0.33532653 1.3320687 0.3 0.3 0.3
4847000 0.47486556 0.773739 0.3 0.3 0.3
4848000 0.69606866 0.55404789 0.3 0.3 0.3
4849000 1.1132909 0.31497635 0.3 0.3 0.3
4850000 1.5094568 0.23108004 0.3 0.3 0.3
4851000 0.79734777 0.38149906 0.3 0.3 0.3
4852000 1.0052878 1.5044716 0.3 0.3 0.3
4853000 1.4685833 0.51813113 0.3 0.3 0.3
4854000 0.4636266 1.3861614 0.3 0.3 0.3
4855000 0.51247687 1.9465576 0.3 0.3 0.3
4856000 0.070027149 2.597215 0.3 0.3 0.3
4857000 0.054816262 2.1174666 0.3 0.3 0.3
4858000 -0.8057648 1.6311477 0.3 0.3 0.3
4859000 -0.65384875 1.3134808 0.3 0.3 0.3
4860000 -0.76247188 2.128172 0.3 0.3 0.3
4861000 -0.35358679 1.7823951 0.3 0.3 0.3
4862000 -0.66503319 1.4989094 0.3 0.3 0.3
4863000 0.38823084 0.91811419 0.3 0.3 0.3
4864000 1.5547162 0.14085439 0.3 0.3 0.3
4865000 0.68398019 0.19754466 0.3 0.3 0.3
4866000 1.269511 0.2307289 0.3 0.3 0.3
4867000 0.43413223 0.95709085 0.3 0.3 0.3
4868000 1.0455467 1.7634692 0.3 0.3 0.3
4869000 1.4499339 0.36539278 0.3 0.3 0.3
4870000 0.8983232 0.57084724 0.3 0.3 0.3
4871000 0.36088377 0.90606209 0.3 0.3 0.3
4872000 0.7626971 2.1358021 0.3 0.3 0.3
4873000 0.099744738 2.9174602 0.3 0.3 0.3
4874000 -0.80404939 2.6922698 0.3 0.3 0.3
4875000 -1.60639 2.8297329 0.3 0.3 0.3
4876000 2.5508462 2.5500701 0.3 0.3 0.3
4877000 2.657709 2.5994192 0.3 0.3 0.3
4878000 -2.7410978 2.2072329 0.3 0.3 0.3
4879000 -0.98512567 1.6829018 0.3 0.3 0.3
4880000 -0.11889042 1.8924264 0.3 0.3 0.3
4881000 0.97297461 1.5294631 0.3 0.3 0.3
4882000 1.0202507 1.1022719 0.3 0.3 0.3
4883000 0.99868032 0.1443585 0.3 0.3 0.3
4884000 0.80396638 0.46735625 0.3 0.3 0.3
4885000 0.55546756 0.6804468 0.3 0.3 0.3
4886000 0.28426633 0.67247291 0.3 0.3 0.3
4887000 1.3686908 0.86739527 0.3 0.3 0.3
4888000 1.3568527 -0.36559276 0.3 0.3 0.3
4889000 1.0764569 0.29197242 0.3 0.3 0.3
4890000 1.274042 0.82765652 0.3 0.3 0.3
4891000 1.423194 1.0278269 0.3 0.3 0.3
4892000 0.061950824 1.1307397 0.3 0.3 0.3
4893000 0.51715575 2.5043495 0.3 0.3 0.3
4894000 0.60315924 2.9762929 0.3 0.3 0.3
4895000 1.0806092 2.1593621 0.3 0.3 0.3
4896000 0.90249616 2.9752896 0.3 0.3 0.3
4897000 1.2088881 -2.7692838 0.3 0.3 0.3
4898000 0.938446 -2.9138373 0.3 0.3 0.3
4899000 1.5120693 2.9626281 0.3 0.3 0.3
4900000 0.60000292 2.3565588 0.3 0.3 0.3
4901000 1.5233544 2.6667016 0.3 0.3 0.3
4902000 0.88524743 2.780237 0.3 0.3 0.3
4903000 1.334135 -3.1400579 0.3 0.3 0.3
4904000 0.35463411 -2.0836828 0.3 0.3 0.3
4905000 1.0871362 -2.5834225 0.3 0.3 0.3
4906000 0.60999998 -2.7349947 0.3 0.3 0.3
4907000 0.082884344 -1.216734 0.3 0.3 0.3
4908000 -0.80826347 -0.50354279 0.3 0.3 0.3
4909000 -1.1879265 -0.64330942 0.3 0.3 0.3
4910000 -1.2190833 -0.86170933 0.3 0.3 0.3
4911000 -2.1124447 -0.67529392 0.3 0.3 0.3
4912000 -3.0470367 -0.16002911 0.3 0.3 0.3
4913000 -2.6400672 -1.0077733 0.3 0.3 0.3
4914000 -1.9660096 -1.7879611 0.3 0.3 0.3
4915000 -2.1326884 -1.8616538 0.3 0.3 0.3
4916000 -1.3875246 -1.5304135 0.3 0.3 0.3
4917000 -2.8799909 -0.21439075 0.3 0.3 0.3
4918000 -3.1036288 -0.36902756 0.3 0.3 0.3
4919000 -2.1624015 -1.1448256 0.3 0.3 0.3
4920000 -2.912892 -1.0863597 0.3 0.3 0.3
4921000 -2.7547534 -1.0534006 0.3 0.3 0.3
4922000 -2.9832147 -1.5326241 0.3 0.3 0.3
4923000 3.0631681 -0.32303072 0.3 0.3 0.3
4924000 -2.7444431 -0.048856311 0.3 0.3 0.3
4925000 3.0276667 -0.15523949 0.3 0.3 0.3
4926000 -3.1352241 -0.62242497 0.3 0.3 0.3
4927000 -2.8888322 -0.35487032 0.3 0.3 0.3
4928000 -3.1054982 -0.77306466 0.3 0.3 0.3
4929000 -2.6596768 -1.5807019 0.3 0.3 0.3
4930000 -2.9345962 -0.87177563 0.3 0.3 0.3
4931000 -2.6039326 -1.3334715 0.3 0.3 0.3
4932000 -1.9066978 -2.1348373 0.3 0.3 0.3
4933000 -1.2187116 -1.3907483 0.3 0.3 0.3
4934000 -1.1791724 -2.0426914 0.3 0.3 0.3
4935000 -0.84681613 -1.6743421 0.3 0.3 0.3
4936000 -0.77916731 -1.2121405 0.3 0.3 0.3
4937000 -0.57360167 -1.5226478 0.3 0.3 0.3
4938000 0.38420913 -1.6298147 0.3 0.3 0.3
4939000 -0.014811155 -0.91199394 0.3 0.3 0.3
4940000 0.16215795 -1.542998 0.3 0.3 0.3
4941000 -0.29972154 -1.6700144 0.3 0.3 0.3
4942000 -1.6934963 -0.38139725 0.3 0.3 0.3
4943000 -0.1329286 -0.87511052 0.3 0.3 0.3
4944000 -0.35392098 -0.55722142 0.3 0.3 0.3
4945000 -2.9395938 -0.21267759 0.3 0.3 0.3
4946000 -2.1383846 0.75084687 0.3 0.3 0.3
4947000 -2.3967385 0.023860013 0.3 0.3 0.3
4948000 -1.2086338 -0.38533323 0.3 0.3 0.3
4949000 -1.9238667 0.20683855 0.3 0.3 0.3
4950000 -0.80585546 -0.25844242 0.3 0.3 0.3
4951000 -1.1830324 -1.4300016 0.3 0.3 0.3
4952000 -2.1731036 -0.37787008 0.3 0.3 0.3
4953000 -0.66442692 -1.1933332 0.3 0.3 0.3
4954000 -1.666505 -0.26718452 0.3 0.3 0.3
4955000 -1.6044008 0.3792883 0.3 0.3 0.3
4956000 -1.7701835 0.19744315 0.3 0.3 0.3
4957000 -2.6093284 1.8302782 0.3 0.3 0.3
4958000 -2.2310187 0.83513401 0.3 0.3 0.3
4959000 -1.9702874 -1.5117056 0.3 0.3 0.3
4960000 -1.3327802 -2.5334854 0.3 0.3 0.3
4961000 -2.0325244 -1.5847973 0.3 0.3 0.3
4962000 -1.7598091 -0.95302044 0.3 0.3 0.3
4963000 -1.5755498 0.34010776 0.3 0.3 0.3
4964000 -2.0492704 1.1138742 0.3 0.3 0.3
4965000 -2.1547237 1.7453824 0.3 0.3 0.3
4966000 -2.2215178 -2.0875448 0.3 0.3 0.3
4967000 -1.2242031 -2.5486074 0.3 0.3 0.3
4968000 -1.0600037 -2.7773125 0.3 0.3 0.3
4969000 -0.82569261 -3.0160677 0.3 0.3 0.3
4970000 -0.85515682 2.8255874 0.3 0.3 0.3
4971000 -0.2652372 2.8085908 0.3 0.3 0.3
4972000 -1.0347201 -2.7824785 0.3 0.3 0.3
4973000 -2.441251 -2.2809682 0.3 0.3 0.3
4974000 -1.8771852 -1.9443212 0.3 0.3 0.3
4975000 -0.77048755 -0.42831326 0.3 0.3 0.3
4976000 -0.15617498 -1.3262684 0.3 0.3 0.3
4977000 -0.93325263 -1.1581553 0.3 0.3 0.3
4978000 -1.3336858 -2.4413822 0.3 0.3 0.3
4979000 -1.6254885 -2.9559413 0.3 0.3 0.3
4980000 -1.7517514 2.8334306 0.3 0.3 0.3
4981000 2.8257664 2.8707566 0.3 0.3 0.3
4982000 1.7727299 2.8379219 0.3 0.3 0.3
4983000 1.7274567 2.7558226 0.3 0.3 0.3
4984000 0.9977609 -2.9283148 0.3 0.3 0.3
4985000 1.480884 2.5848986 0.3 0.3 0.3
4986000 2.4447096 2.8086374 0.3 0.3 0.3
4987000 -3.1388415 2.4331529 0.3 0.3 0.3
4988000 3.0476481 1.8508502 0.3 0.3 0.3
4989000 -2.2547929 0.96226243 0.3 0.3 0.3
4990000 -1.5833236 0.57066322 0.3 0.3 0.3
4991000 -3.0976899 1.107693 0.3 0.3 0.3
4992000 -2.2086252 0.46836232 0.3 0.3 0.3
4993000 3.0910788 0.66707074 0.3 0.3 0.3
4994000 -1.4194082 0.90533399 0.3 0.3 0.3
4995000 -1.4521477 1.2442251 0.3 0.3 0.3
4996000 -1.8124733 0.5865598 0.3 0.3 0.3
4997000 -1.6930404 1.1216865 0.3 0.3 0.3
4998000 -1.846142 0.58238038 0.3 0.3 0.3
4999000 -2.5238556 1.5068817 0.3 0.3 0.3
5000000 -1.8712344 1.9444142 0.3 0.3 0.3
5001000 -2.0743516 2.280062 0.3 0.3 0.3
5002000 -0.9389235 1.8323938 0.3 0.3 0.3
5003000 -0.57961049 1.5775674 0.3 0.3 0.3
5004000 -0.56556532 1.3846394 0.3 0.3 0.3
5005000 0.53271128 0.83462482 0.3 0.3 0.3
5006000 1.061616 0.20539144 0.3 0.3 0.3
5007000 1.3440997 -0.18730451 0.3 0.3 0.3
5008000 -0.041205089 1.2260791 0.3 0.3 0.3
5009000 1.1348495 -0.27862051 0.3 0.3 0.3
5010000 1.5962135 0.65369749 0.3 0.3 0.3
5011000 1.4681247 1.0152146 0.3 0.3 0.3
5012000 1.5087419 1.7724569 0.3 0.3 0.3
5013000 1.7746924 0.65606294 0.3 0.3 0.3
5014000 1.4967643 1.9035762 0.3 0.3 0.3
5015000 1.4804047 1.3147881 0.3 0.3 0.3
5016000 1.309912 1.877049 0.3 0.3 0.3
5017000 1.4578955 1.7356839 0.3 0.3 0.3
5018000 1.2404474 0.56495703 0.3 0.3 0.3
5019000 1.3561046 0.83909363 0.3 0.3 0.3
5020000 0.43325308 1.2612315 0.3 0.3 0.3
5021000 1.454377 1.1685907 0.3 0.3 0.3
5022000 1.1880216 1.0930074 0.3 0.3 0.3
5023000 1.5643351 1.7271353 0.3 0.3 0.3
5024000 1.7100853 0.9980618 0.3 0.3 0.3
5025000 1.15987 0.12247605 0.3 0.3 0.3
5026000 0.093497881 1.1770553 0.3 0.3 0.3
5027000 0.84166741 1.7770761 0.3 0.3 0.3
5028000 -0.38050372 1.6793067 0.3 0.3 0.3
5029000 -2.9871479 -2.8859128 0.3 0.3 0.3
5030000 -0.62011743 2.8887569 0.3 0.3 0.3
5031000 -0.30608162 2.8137913 0.3 0.3 0.3
5032000 -0.11640381 2.6687031 0.3 0.3 0.3
5033000 -1.9695726 -2.1929051 0.3 0.3 0.3
5034000 -1.48492 -1.9135371 0.3 0.3 0.3
5035000 -1.3970524 -2.4547205 0.3 0.3 0.3
5036000 -1.5505271 -2.2223324 0.3 0.3 0.3
5037000 -2.0998363 -1.7621196 0.3 0.3 0.3
5038000 -2.9188152 -1.1440412 0.3 0.3 0.3
5039000 -2.4112861 -1.6313808 0.3 0.3 0.3
5040000 -2.2428867 -1.1331969 0.3 0.3 0.3
5041000 -2.5022613 -0.11429911 0.3 0.3 0.3
5042000 -2.4421224 1.2865823 0.3 0.3 0.3
5043000 -2.735112 2.4302082 0.3 0.3 0.3
5044000 -2.0277847 2.3680642 0.3 0.3 0.3
5045000 -2.195411 -2.8009802 0.3 0.3 0.3
5046000 -1.0652257 -2.6722978 0.3 0.3 0.3
5047000 -1.1034978 3.0513842 0.3 0.3 0.3
5048000 -1.3513133 -2.8617996 0.3 0.3 0.3
5049000 -2.2247515 2.0971064 0.3 0.3 0.3
5050000 -1.4939192 1.7120388 0.3 0.3 0.3
5051000 3.055533 2.5682726 0.3 0.3 0.3
5052000 2.8583379 3.0256104 0.3 0.3 0.3
5053000 3.0732447 2.3318644 0.3 0.3 0.3
5054000 -1.8417577 1.370913 0.3 0.3 0.3
5055000 2.67727 1.2518196 0.3 0.3 0.3
5056000 -2.8269994 2.1765714 0.3 0.3 0.3
5057000 -1.8036832 1.2098725 0.3 0.3 0.3
5058000 -1.086401 2.0392498 0.3 0.3 0.3
5059000 -2.4707135 1.6258183 0.3 0.3 0.3
5060000 -0.15695998 0.91427215 0.3 0.3 0.3
5061000 0.13870464 2.2642014 0.3 0.3 0.3
5062000 -0.87584866 2.014445 0.3 0.3 0.3
5063000 -0.7583549 2.3640601 0.3 0.3 0.3
5064000 0.46249722 2.3502706 0.3 0.3 0.3
5065000 -0.30892018 2.7328557 0.3 0.3 0.3
5066000 0.43603304 1.6670034 0.3 0.3 0.3
5067000 0.88638099 2.7563131 0.3 0.3 0.3
5068000 1.053234 1.6462438 0.3 0.3 0.3
5069000 1.4990205 2.12918 0.3 0.3 0.3
5070000 0.83976433 -2.7184784 0.3 0.3 0.3
5071000 0.51436753 2.9854894 0.3 0.3 0.3
5072000 1.3046885 3.1154387 0.3 0.3 0.3
5073000 1.1559931 2.7101881 0.3 0.3 0.3
5074000 0.81301795 -2.5780901 0.3 0.3 0.3
5075000 2.726518 -2.9941051 0.3 0.3 0.3
5076000 2.3319129 2.5818078 0.3 0.3 0.3
5077000 0.7819361 2.5918723 0.3 0.3 0.3
5078000 0.74348109 -2.5873088 0.3 0.3 0.3
5079000 0.55849907 -2.6196173 0.3 0.3 0.3
5080000 1.0145915 -3.0107478 0.3 0.3 0.3
5081000 0.52118572 -2.4151347 0.3 0.3 0.3
5082000 0.66270444 -2.3695189 0.3 0.3 0.3
5083000 1.1362313 2.1339035 0.3 0.3 0.3
5084000 0.59133664 0.71981783 0.3 0.3 0.3
5085000 1.2473367 1.2855975 0.3 0.3 0.3
5086000 1.0710832 1.2364279 0.3 0.3 0.3
5087000 0.38541179 1.9796152 0.3 0.3 0.3
5088000 1.4919554 2.0591942 0.3 0.3 0.3
5089000 0.7452635 2.9198318 0.3 0.3 0.3
5090000 0.69136208 1.9755711 0.3 0.3 0.3
5091000 1.1464271 1.1911014 0.3 0.3 0.3
5092000 1.0000714 1.1899236 0.3 0.3 0.3
5093000 -0.85302452 2.3602471 0.3 0.3 0.3
5094000 -0.17745832 1.758884 0.3 0.3 0.3
5095000 0.56305879 1.001112 0.3 0.3 0.3
5096000 1.2973005 0.064905819 0.3 0.3 0.3
5097000 1.1757843 -0.15669007 0.3 0.3 0.3
5098000 0.37862479 0.80383414 0.3 0.3 0.3
5099000 0.75522969 1.2150221 0.3 0.3 0.3
5100000 0.80194173 0.73938006 0.3 0.3 0.3
5101000 1.7601736 -0.22059655 0.3 0.3 0.3
5102000 0.19019527 1.1210414 0.3 0.3 0.3
5103000 1.4043162 -0.33485877 0.3 0.3 0.3
5104000 1.0454697 0.47980664 0.3 0.3 0.3
5105000 1.3391575 0.71484821 0.3 0.3 0.3
5106000 0.84367602 1.3649221 0.3 0.3 0.3
5107000 0.12272697 1.0376606 0.3 0.3 0.3
5108000 0.82638027 1.6960852 0.3 0.3 0.3
5109000 0.20465413 0.97828619 0.3 0.3 0.3
5110000 -0.69884662 1.2971367 0.3 0.3 0.3
5111000 0.26538196 0.95941803 0.3 0.3 0.3
5112000 0.85348707 0.69908712 0.3 0.3 0.3
5113000 0.54463068 0.58192657 0.3 0.3 0.3
5114000 -0.83039522 1.4069119 0.3 0.3 0.3
5115000 -0.50974521 1.9680363 0.3 0.3 0.3
5116000 -0.90917488 2.5633637 0.3 0.3 0.3
5117000 0.14671558 2.559794 0.3 0.3 0.3
5118000 -0.31312516 2.9193 0.3 0.3 0.3
5119000 -0.76187402 -3.0808914 0.3 0.3 0.3
5120000 -1.0555995 2.7708706 0.3 0.3 0.3
5121000 -0.72453866 2.9603926 0.3 0.3 0.3
5122000 -0.74163437 3.079082 0.3 0.3 0.3
5123000 0.18112737 2.2648455 0.3 0.3 0.3
5124000 -1.2249218 1.4929662 0.3 0.3 0.3
5125000 -2.6621455 1.932596 0.3 0.3 0.3
5126000 3.0809543 1.7809979 0.3 0.3 0.3
5127000 2.4842917 2.7864562 0.3 0.3 0.3
5128000 0.25714172 2.2912695 0.3 0.3 0.3
5129000 0.13602287 2.318565 0.3 0.3 0.3
5130000 1.5966188 1.0840807 0.3 0.3 0.3
5131000 1.3381139 2.225139 0.3 0.3 0.3
