#Iteration cv_0 cv_1 cv_2 cv_3
2201000 0.69478165 0.33912588 1.1713349 -1.7067875
2202000 1.3051801 -2.2635983 0.92619751 -0.55395024
2203000 0.63834847 1.2909561 -1.5100917 0.11299199
2204000 -0.78818696 0.87828131 -0.9613203 0.0062573882
2205000 1.4362131 -1.3789829 -1.4153998 1.6079657
2206000 -1.7885327 1.0100058 -1.4416739 2.7199832
2207000 -2.412005 2.9572489 2.6365161 2.7700425
2208000 -2.2980976 2.3695538 0.25417502 -1.086946
2209000 -0.79827206 3.0525778 -1.9975496 -0.10105542
2210000 -2.8296933 2.426284 -0.35150722 0.8356147
2211000 0.47568968 -0.27596561 -2.6538457 -2.6768917
2212000 1.0311073 -1.483246 -1.9576706 -1.4667428
2213000 0.93341721 -0.84624411 -2.1933776 -1.5643864
2214000 1.1657843 -0.54548351 -3.127375 1.2616955
2215000 -2.2466917 -2.6710598 -0.23384582 -0.43747618
2216000 -3.0683838 -0.82737376 -1.2836342 0.23338161
2217000 -1.6266427 1.1181874 -2.7772138 1.3166521
2218000 -1.8458743 -0.3383773 1.2681724 -0.50253607
2219000 -2.9827267 -2.5575475 1.2480421 -0.63227627
2220000 -1.0614201 0.2784947 1.7006341 -1.1942683
2221000 -0.96800816 0.076119761 1.5312019 -1.1849528
2222000 -2.2903728 3.1294224 1.4936621 -2.6274464
2223000 -2.8663892 -2.9698723 1.3480152 2.851467
2224000 -1.1497647 -0.32666179 0.82510943 -1.6250857
2225000 -1.77865 1.6855581 -1.7950527 -2.2976461
2226000 -2.5588061 1.8602564 -1.0052445 -1.1355924
2227000 -2.238367 2.9816923 -2.9108532 -2.5860766
2228000 3.0961504 0.75810532 -1.5490004 2.5465983
2229000 -1.2728136 1.1602217 -1.1935017 -2.5955968
2230000 -1.0534624 1.7728918 3.0908754 2.4996884
2231000 -0.92069188 1.3798018 -1.5702223 2.1760244
2232000 -2.4567773 -2.7652928 -0.35400274 1.7095423
2233000 -2.4129894 2.8575048 -1.5475244 -0.2938493
2234000 -2.0482779 -0.34264474 -1.0143131 0.040981602
2235000 -2.7915151 -2.1995799 -2.3783836 -3.0696889
2236000 -1.8015214 2.2196154 0.5755114 -2.3275463
2237000 0.36608106 2.1398249 0.88264622 -1.3254983
2238000 -0.28979542 2.4254267 0.8656848 -0.4767768
2239000 -0.93953974 2.2322063 -0.1610147 1.28564
2240000 -2.2983928 -2.2683691 -1.0609467 0.60909022
2241000 -2.9573709 -2.4420419 -1.8702302 -0.76267282
2242000 -0.5223156 2.2591231 -2.1736733 2.5919376
2243000 0.99502414 0.30270883 2.8287935 3.085357
2244000 -1.0578673 2.3642056 -3.005166 -0.49754368
2245000 -1.8238817 1.6691221 0.042367972 -1.1067711
2246000 -0.67867214 0.40507556 -2.0251313 -2.269339
2247000 -0.3093675 1.1559601 -2.3812391 0.76564289
2248000 -2.3338853 2.4871399 -1.014117 -1.4246324
2249000 -2.061909 2.2299956 -2.8287515 0.45991787
2250000 3.1035084 3.1351746 -0.50707705 0.10377987
2251000 -1.7565656 2.745962 -0.94276186 0.72610435
2252000 -1.5349999 2.5093476 -2.3534651 2.0616816
2253000 -0.41426722 0.39802913 -2.4231028 3.0460514
2254000 0.84418406 0.45793774 -0.98342397 2.1089079
2255000 -0.64586616 0.89016037 -0.66107709 0.86036165
2256000 -1.0105843 0.8479839 -1.4710285 -1.9923196
2257000 -1.2804199 1.8991441 2.3191331 -0.53826182
2258000 -1.0739693 -0.36478384 -1.0780253 -0.20361041
2259000 0.53305456 -1.3515984 -0.78526847 -0.89670215
2260000 -1.7617609 -0.42272241 -0.69158584 -0.79830188
2261000 -1.1077031 2.1054355 2.401542 -0.76724328
2262000 0.24394988 -1.1091204 -2.3670201 1.2945198
2263000 -2.1468518 -0.13966503 -2.4683154 -0.94118041
2264000 -1.3668901 -1.3435381 -2.4249957 1.1646275
2265000 -1.8303237 0.49116469 -2.8799163 1.5075379
2266000 -0.84947848 -1.4251227 -1.6874129 0.92819503
2267000 -2.5837138 2.4959407 -2.6810369 1.9498966
2268000 0.1260355 1.3937793 -1.1564195 0.71784789
2269000 -0.61146145 1.0069499 -0.91372992 0.19198393
2270000 -2.1977044 2.4937185 -2.6986574 1.5636253
2271000 -1.943481 2.531039 -2.8673692 0.65155286
2272000 -2.5074623 3.0257534 -2.9294824 -1.4738213
2273000 -1.3264166 -0.34082095 2.8429458 3.0941241
2274000 0.40798471 0.90882419 -2.4797015 2.5725339
2275000 1.317917 0.13752931 -1.3439177 -1.0051929
2276000 0.85639283 0.3784555 -2.2781562 -0.57933414
2277000 0.88936164 -2.5104858 -2.651518 -0.75650958
2278000 0.63043958 0.13743343 -2.464912 1.6205552
2279000 1.0048959 -2.107871 -2.6042412 -0.64010831
2280000 0.73149733 -1.0180174 1.1592849 0.2905228
2281000 0.77605746 -2.5901929 1.3139453 -0.66142243
2282000 -0.54191263 1.9671032 -1.5817212 2.3703727
2283000 -1.7825814 2.82379 2.9349065 2.8326133
2284000 -1.6301713 1.8436841 -2.726719 -1.1898624
2285000 -0.59310907 0.068875948 -1.3129135 3.1077375
2286000 1.4117616 -1.7008871 0.78269269 -1.6219543
2287000 0.61662022 -2.1045808 0.94941526 -2.3716075
2288000 0.78825913 -2.3026541 0.54860174 -1.9071095
2289000 0.69530418 -2.5312471 0.84045814 -1.222764
2290000 0.54983225 0.22156289 -0.51500408 1.0395008
2291000 1.0714382 1.0376806 -1.1271848 2.3903612
2292000 0.79850505 -0.4439277 -0.57300341 0.33910641
2293000 0.019125216 -0.47641746 -1.0640956 1.1827484
2294000 0.57429661 -0.82235254 -1.1284607 0.49706092
2295000 1.7771091 -0.29589641 -1.135048 2.0599241
2296000 1.8935059 -0.076003098 -1.4308527 1.994732
2297000 -1.1873632 -0.23574662 -1.0839669 -1.2029172
2298000 1.0775401 -1.6278451 -2.7868787 0.41317554
2299000 0.68643532 -1.3089101 -2.4751802 0.6458953
2300000 1.3802919 -1.9710647 -2.1591088 0.61534674
2301000 1.361251 -2.6824816 -1.4653618 2.4692333
2302000 0.92097729 -2.8097159 -2.8079787 0.35286154
2303000 0.40021821 -1.2985031 -0.65093799 0.11704655
2304000 -0.32623537 -0.017731797 -2.212227 2.7808476
2305000 -3.088975 -0.66782937 -2.8854836 2.4971419
2306000 -2.2896035 -1.762883 -1.4954471 1.5169285
2307000 -3.0804309 -2.5803288 -1.8478728 2.0462642
2308000 -2.3140727 -1.7401925 -0.80194317 2.0027857
2309000 -2.6789887 -1.7362911 -2.0938971 -2.5729199
2310000 1.6834752 -1.1000821 -1.5151014 0.93411719
2311000 -1.6162357 2.5826149 -0.89155861 0.55433228
2312000 -2.5249771 -3.0133928 -2.1544466 -1.4952628
2313000 -2.6904693 0.4323211 -2.3206356 -2.5556943
2314000 -3.0168041 2.659095 -2.128256 3.1246507
2315000 1.2929254 -1.2498476 -0.17862098 1.9456135
2316000 1.0559183 2.6991178 -1.3332677 1.2043989
2317000 0.7135871 -2.5569998 -0.9948494 1.5585536
2318000 0.98962885 -2.750929 -1.5002194 1.018607
2319000 0.82890332 -2.2437074 -2.9323392 0.67405857
2320000 0.81648222 -2.7430161 -1.8133747 -0.57934653
2321000 -1.5382602 -0.959774 -1.6451648 -0.31531082
2322000 -2.0343801 0.12304915 -2.2308821 -1.5032329
2323000 -2.7732894 -1.5735129 -1.0296249 2.3773115
2324000 -0.76407699 3.0661623 -2.2414619 2.0050192
2325000 1.6969224 -0.56195321 -1.1573666 2.4535849
2326000 -0.51546695 -1.2647169 -1.2751598 1.1994087
2327000 -1.9898564 -0.064461543 -1.8953674 2.6099146
2328000 -1.8692093 -0.8792793 -2.2387639 1.0361138
2329000 -0.40667461 -0.076029212 -2.1578269 2.2802411
2330000 1.2593266 -0.42074084 0.22935357 0.18447994
2331000 1.4849 -0.24586295 2.8565758 -0.56152203
2332000 1.3516974 0.70377245 -1.5277364 1.4187906
2333000 1.1912793 -0.6308193 2.7820179 0.099900475
2334000 1.4599206 2.5053565 -2.2615459 2.8363867
2335000 1.1465917 -2.0583608 2.7906156 2.6428133
2336000 1.6390687 3.1323992 -2.7207321 2.9419759
2337000 1.2398274 -2.2763531 -2.2175789 3.0549004
2338000 0.10489251 0.24316968 -1.8482419 -0.7971811
2339000 1.1355341 -0.79976098 1.3245884 2.5328351
2340000 0.41489153 -1.4337033 0.78073473 -1.9465538
2341000 0.32886739 -1.3860082 0.76517624 -2.2368134
2342000 0.66596524 0.17335981 1.4063281 0.79513377
2343000 0.9021041 -0.44682544 1.4314373 -1.0256422
2344000 1.1636682 0.60591019 1.4628001 -1.0559845
2345000 1.1145931 -0.92756637 0.7936735 0.98269444
2346000 1.0039692 -1.1169739 0.29257151 1.7290949
2347000 0.29537085 -0.9217112 0.85312738 -0.1489367
2348000 0.17274885 0.9419932 -1.6227832 -2.6238992
2349000 0.81031617 3.0437062 -0.61917233 -0.78506146
2350000 -0.099998801 -0.47295337 -1.4356877 2.1343222
2351000 0.6449248 1.5708242 -2.4829437 3.1406676
2352000 -1.3387674 2.7065686 -1.7365411 1.3809209
2353000 0.13725194 0.94963374 -2.3965934 2.8974673
2354000 0.7609298 0.064274949 2.9859272 -0.52640366
2355000 -1.3228998 0.97547221 -1.9384927 0.013400872
2356000 -0.25261052 -0.71822588 -1.3152029 -0.35034717
2357000 0.68950328 -0.78624583 -2.1936312 2.2155087
2358000 1.3344495 -1.778904 -0.7051282 2.3102802
2359000 -2.1906103 -2.2011342 -1.3590718 -0.71040614
2360000 3.0493265 -2.9067642 -2.1931499 -0.18458594
2361000 -1.7496967 1.1551645 -2.6969599 -1.0091283
2362000 1.0628367 -0.362402 -2.5025149 -1.0374773
2363000 -1.9684718 0.51505386 -2.5652219 1.7027631
2364000 -1.4099066 2.6525478 0.55788553 1.5911728
2365000 -1.1751491 0.44528351 1.0458158 2.2039355
2366000 0.74278202 0.27970369 0.34928019 1.5690791
2367000 0.39097178 0.37143871 -2.1832584 0.19394999
2368000 -0.76499111 1.8823134 -2.6876271 -2.489985
2369000 -1.7623317 -0.27130186 -0.57452948 2.7209599
2370000 -0.50573667 -1.5718472 -1.2874972 0.047616603
2371000 -2.2381361 2.4917442 -0.73975877 1.7582617
2372000 -1.7805424 1.5025284 -1.19954 -0.098063855
2373000 -0.57700789 2.4278304 -0.21612278 -0.047407761
2374000 -1.5907548 2.5058315 1.4163553 -2.382417
2375000 -1.062491 1.6091593 0.86114353 3.0962273
2376000 -2.9596652 -0.48304387 0.70124 0.015727032
2377000 -3.0433483 -0.62695249 1.0012672 -0.69455745
2378000 -2.2009372 0.77551423 0.92049719 -1.6689931
2379000 -1.5564591 0.98874051 1.5964614 2.8602748
2380000 -1.3483243 1.2448985 0.60174933 -2.5447991
2381000 -1.4888767 2.6558671 0.74252945 -2.2681814
2382000 -2.7665967 -2.9009008 0.19055554 0.31700996
2383000 -1.7039176 2.7432356 0.54301981 1.4561047
2384000 -2.9703678 2.3442865 0.93714981 -2.8381389
2385000 -1.4589827 -0.43144622 0.093977736 -0.78484331
2386000 3.0051787 2.5863644 -2.7293599 0.99884448
2387000 -1.8054903 2.690909 -1.94685 1.1629174
2388000 -2.1348055 1.7855916 -2.5705137 0.71789972
2389000 -0.29944288 -1.0544872 -2.4363084 0.33713865
2390000 -3.0172564 -0.63160622 -1.8614554 3.014315
2391000 -2.3553134 0.088883393 -2.1048299 1.7016574
2392000 -1.6245612 -1.2097876 -1.2155134 -0.50591853
2393000 3.0909191 1.9000708 -2.5122609 -0.072068348
2394000 -1.4098621 -0.47918507 0.13609373 0.82147244
2395000 2.7874691 2.6067808 -0.60757759 1.7777095
2396000 1.2078995 -1.7288023 -0.55652055 -1.0476475
2397000 1.3024038 2.5091796 -1.6895624 1.3122035
2398000 1.5572616 -2.3303176 -1.4098041 0.83618026
2399000 -0.65940697 1.2225625 -1.7861148 0.55311997
2400000 -2.6316156 -2.5811671 -0.82402758 -1.0678633
2401000 -0.81665839 2.1302349 -1.0950938 -0.19575278
2402000 -1.7242252 2.2842629 -1.477565 1.327558
2403000 -1.6219661 2.3487619 -1.1000068 1.8240957
2404000 1.1909272 0.64529972 0.77156179 -0.15924672
2405000 1.1037667 0.49550838 0.54863226 0.29126164
2406000 -1.5592881 -3.0273693 0.19498806 0.48848914
2407000 -1.2810895 1.2025197 0.56581684 -2.0769761
2408000 -1.3297296 1.3760151 0.5558731 -2.2747462
2409000 -0.86150746 0.041686424 1.3614877 -2.9697612
2410000 -0.41640234 0.32062419 0.78218172 -0.51292551
2411000 -1.7927605 1.115561 0.017765053 -0.96728643
2412000 -1.3449661 2.5232032 -2.0780263 0.46922505
2413000 -0.77962603 2.7435516 -3.0583066 -0.65116672
2414000 -1.3261392 1.2998896 -2.968684 0.8207239
2415000 -1.5572764 1.1926459 2.8006898 -0.20521963
2416000 -1.2129819 0.67172937 3.0215916 0.075520379
2417000 -3.0262254 0.51285138 -1.3698857 -0.4491987
2418000 -1.2954228 -0.08219759 -2.9244475 3.0061243
2419000 -2.4488073 0.51881736 -3.1324683 1.9720471
2420000 -1.6732764 1.7709276 -3.058116 -0.17746061
2421000 -2.0605211 -0.010301243 -3.0531217 -0.52128276
2422000 -1.1256528 -0.27606062 -2.8983126 -0.91548388
2423000 -1.3612639 1.3281542 2.8265402 -1.0925932
2424000 0.62020554 -0.43761181 2.962979 -0.2312635
2425000 -0.96206535 -0.38017356 -0.55322693 1.6477737
2426000 0.36979151 2.0872634 -1.6943435 1.7437705
2427000 -1.0036526 2.2449284 -2.714322 -1.0606326
2428000 0.95408135 1.5012311 -1.0683733 1.3960691
2429000 -0.28890853 1.7108449 -1.3439752 2.0063373
2430000 1.4035242 -1.4719542 -0.17546709 -1.1232095
2431000 1.2271405 -0.83530563 -2.6746849 1.7428161
2432000 -1.9503767 -0.56382575 -0.61264495 0.55085063
2433000 -0.74624041 1.0158072 -0.97337039 1.5444523
2434000 -2.2603501 -0.2662276 2.923709 2.8306232
2435000 -3.0166341 -1.9243236 -2.8893967 2.8524344
2436000 -2.7756515 -1.72269 -0.89627936 3.0587686
2437000 -0.061621434 1.3939973 -1.2771105 0.52641148
2438000 -2.5645567 1.5822405 -2.7671199 1.8383474
2439000 -2.4061823 -2.6275411 -2.1793919 0.59026863
2440000 -2.1105169 1.5179567 3.0342732 -0.5484746
2441000 -0.44425064 1.3990752 0.56617726 0.47167464
2442000 0.49377635 0.77205589 0.585158 0.86084976
2443000 -0.069369397 1.9084638 1.3242463 -0.2745729
2444000 0.081501588 1.0210252 0.41701215 0.6747126
2445000 0.18122468 1.2154271 0.8530825 0.32534293
2446000 -1.2594591 2.2027863 1.1805198 0.98817011
2447000 0.563063 0.64064277 1.1737014 0.82151477
2448000 0.46561465 0.95350443 0.40886484 0.89461371
2449000 -2.9426003 -2.6634498 0.78458525 0.84528392
2450000 -2.3169874 -2.741645 0.62548125 1.0993781
2451000 -2.6095912 2.5234641 1.0586023 0.35618989
2452000 -2.5064527 2.4839485 1.6473833 -0.033011973
2453000 -0.53148289 2.6891472 0.99980184 -1.1564875
2454000 -2.1455564 2.4610437 1.2398675 -1.5194869
2455000 -2.4057579 2.6892316 0.42480915 -2.4134368
2456000 -2.5788016 -2.3648161 1.0208852 -2.179921
2457000 -2.1567233 -2.663352 0.76683227 -0.39016028
2458000 -0.15937532 2.5340715 -1.2859797 1.9909999
2459000 -1.3219212 0.88712642 -2.5396976 1.998626
2460000 -0.95138725 0.041827953 -2.5898426 2.4240483
2461000 -1.6541551 0.69530977 2.9015316 2.5339091
2462000 2.7702525 -1.0847733 -1.1656446 2.4446038
2463000 -2.0792541 1.5243859 -1.9463004 2.7723539
2464000 -1.8408832 -2.2883048 -1.7688924 0.56046886
2465000 -1.9729071 -2.1960649 3.0481245 2.8858028
2466000 -2.175667 1.5308754 -2.0671604 -3.0011028
2467000 -1.5219258 1.5675614 -1.9147632 1.7778729
2468000 -1.8369851 -0.3246509 -2.5567041 0.99317529
2469000 -1.4021017 -0.8559064 -2.8504029 1.57745
2470000 -2.9411519 0.77820384 -0.78026398 2.0986634
2471000 -2.6264073 3.0205193 -1.2814807 -2.2416286
2472000 -1.5743355 1.8291215 -2.1749984 1.3137222
2473000 -0.75648571 0.85690268 -1.5740356 0.900341
2474000 -2.6967319 -2.622906 -1.4974526 -0.33546895
2475000 -1.9088026 0.064795099 -0.31187019 1.7448575
2476000 -0.75647453 0.41412949 1.508891 1.2499443
2477000 -1.4882838 1.3968406 1.5672348 2.8032585
2478000 -2.6992377 2.4004285 -1.6645076 1.5617799
2479000 -2.7154119 0.8404714 -1.2455632 3.0586085
2480000 -1.9634376 -0.56962306 -2.2635867 -2.0225256
2481000 -1.6739941 2.3354821 -2.7241336 -2.458441
2482000 -1.5480259 -2.9007081 -0.37025042 0.90734921
2483000 -1.3871075 0.03586966 1.1823298 2.6397276
2484000 -1.4964812 1.5466161 1.3709039 2.7638296
2485000 -0.91165768 -0.53397522 1.0964973 -2.4817451
2486000 0.94946525 -0.43331787 0.66164961 -2.2431415
2487000 -2.1085541 2.2315235 0.24063555 1.0982862
2488000 -2.9939821 1.1055253 -1.4330268 -3.0327618
2489000 -2.9246518 2.3948871 -0.1596208 2.0167265
2490000 -1.7601939 -1.0211966 3.1398355 2.853271
2491000 -2.5796044 -0.030130303 -2.151241 -2.7006057
2492000 -1.2629394 -0.78666379 -1.3064103 0.65829168
2493000 -1.8864667 0.78677166 -2.3672039 -0.66423913
2494000 -2.8545035 -2.2183467 -0.53384618 0.47318054
2495000 -1.8042507 -2.9146471 0.0097828632 -1.3340062
2496000 -1.8291039 1.3266317 -1.6718334 -2.0183075
2497000 -1.4366162 2.5510937 2.8365816 -2.8641385
2498000 -1.7479284 2.8801186 3.0120354 -2.8428959
2499000 -0.53429321 2.0796545 -0.67727646 2.8684909
2500000 0.66085381 -0.431058 -1.4599891 -2.9041183
2501000 -1.7447144 1.424032 -3.0278778 2.6176435
2502000 -0.6331472 2.6208284 -2.1881285 0.19661054
2503000 3.021577 1.942568 -1.9103276 1.3609572
2504000 -3.1216097 -0.81985588 -2.4448464 3.1005141
2505000 -1.3799003 -1.2862336 -0.68162471 1.664025
2506000 2.9396686 2.3838864 -2.4323054 2.7326756
2507000 1.2483171 -1.8361456 -0.86657432 2.1401294
2508000 0.88997985 2.0376044 -1.9779911 2.8095077
2509000 0.15460357 -1.3571051 -1.654762 0.32849127
2510000 -1.1238843 0.69476177 -1.4216165 1.9446987
2511000 -2.0792442 1.9405672 -2.6035097 0.54954674
2512000 3.0649389 1.5877 -2.4358196 1.3690795
2513000 -0.82294183 1.866556 -1.6810013 -0.15307979
2514000 -2.2731419 1.7385842 -2.7520257 -1.0430163
2515000 -0.66960956 0.21896956 -1.3391409 -1.3949732
2516000 1.7226932 -2.6433475 -1.4717407 0.24938545
2517000 -1.2249981 -0.5600696 -2.2396907 -2.8247027
2518000 1.1900937 3.0476973 -2.5582235 0.0099018686
2519000 3.0632876 -1.4239478 -1.889584 2.3045806
2520000 -2.4483506 1.5930856 -1.7923283 2.1412773
2521000 -0.66256474 -0.72772976 -2.0794557 2.5092924
2522000 -1.431712 -1.5718546 -1.0549568 3.0016679
2523000 -1.9620455 0.79919612 -3.0919603 1.357539
2524000 0.72816466 0.70133915 -2.7143886 2.7812719
2525000 -0.27791981 0.004037362 -2.4256553 2.1791936
2526000 -0.80852025 0.044479914 3.026097 2.3223864
2527000 -0.28938119 -0.58428909 -1.8778809 1.9376015
2528000 1.2287468 -1.1488152 1.2200188 1.0906678
2529000 1.0171604 -0.91083372 1.584412 -0.017830359
2530000 1.3761065 -1.2079158 0.59594548 0.97158759
2531000 -0.99340632 2.3714327 0.8275616 -2.7273947
2532000 -2.9470582 -0.66962711 0.91707965 -1.0321036
2533000 -1.0308088 2.1838077 0.49764093 -1.9500224
2534000 -0.53993528 2.1815183 0.29436097 0.90367879
2535000 -1.2569585 1.5411641 0.88224336 0.77712499
2536000 -1.9293373 -2.4787704 0.32224029 0.97118116
2537000 -2.6635945 1.0878287 1.0141751 -2.2856833
2538000 -2.6669255 2.1335095 -0.38329696 -0.41174409
2539000 -2.0412697 0.2009505 3.0506852 2.0748219
2540000 -0.2679804 0.6649084 1.2615176 -0.59329118
2541000 -0.38057559 -0.93023273 0.87979657 -0.65893886
2542000 -2.0601567 -1.6815708 0.8109383 -0.60708382
2543000 -2.3895764 2.8817064 1.0134521 -1.4451712
2544000 -2.1538869 3.0643378 0.98707824 -2.0164836
2545000 -1.5192375 0.16537446 -1.5577829 0.40131314
2546000 1.1135289 2.8248382 -2.1181258 0.76558893
2547000 -1.9530389 0.038436712 -0.08057031 -0.18078965
2548000 -2.8955323 -3.0877147 -0.74747189 1.6495244
2549000 -2.9628777 -2.498332 -1.2878895 0.70526408
2550000 -2.9291137 1.2511076 -1.2682786 2.2232632
2551000 -2.3733632 0.040252314 -1.9559651 0.18243975
2552000 -0.62016607 2.1322572 3.0411134 -2.8159952
2553000 -2.7031832 -2.524528 -0.17633811 1.6154361
2554000 -1.8307084 2.1797597 -2.1871322 2.0444886
2555000 -2.6209259 2.2014577 -1.5245288 -2.1723086
2556000 -1.6210074 2.8298774 3.0659147 0.42620012
2557000 -2.6739344 2.8489116 2.744949 -0.68089486
2558000 -0.31409024 0.22489555 -2.5825129 2.0206619
2559000 -0.72490209 1.3707875 2.6411154 -0.29958821
2560000 -1.1342499 0.50847111 2.8928871 0.68427518
2561000 -2.1876677 0.081130432 2.9434168 2.8350968
2562000 -2.1390477 0.74282676 2.7761518 2.1895938
2563000 -2.3527158 -1.1719336 1.1253357 -0.18616868
2564000 -0.86277524 0.87902662 1.8599019 -0.059327655
2565000 -0.96279992 -1.2385055 -3.132877 1.5661678
2566000 -1.3890179 2.8712564 -1.2352697 2.3228665
2567000 3.0791822 0.10119825 -1.5873229 -3.0506115
2568000 0.44862905 0.84958825 -2.2087095 0.47715043
2569000 0.20802439 0.74091667 -0.27842084 0.67168194
2570000 0.90464281 -0.49206903 -2.5368248 2.3625076
2571000 0.45942544 0.81253315 -2.6951679 1.3117483
2572000 -2.7027459 -2.0299908 -3.1023773 -2.2641205
2573000 -1.0825983 0.81643305 -1.8916331 2.1280326
2574000 0.61677269 -0.12843487 2.8035085 3.0893313
2575000 0.7161737 1.0870317 -0.97159791 0.21579292
2576000 -1.5233277 2.1268078 -2.6901561 3.1114423
2577000 -1.5778173 0.3455711 0.34358381 1.7757181
2578000 1.0823306 2.8431905 1.149253 -1.122297
2579000 -1.2082839 -0.2244202 0.55346399 -2.3547973
2580000 -2.1356155 1.9074858 0.88483417 0.49848075
2581000 -3.052888 1.2925034 1.3512366 -1.0612977
2582000 -1.409264 2.4335647 -0.2077999 -0.96004217
2583000 -1.2070881 0.47937904 -2.1212938 1.566056
2584000 2.9375635 1.2955443 -2.0022228 -3.0458492
2585000 -0.62230952 -0.8287619 -1.0863017 1.1489207
2586000 -1.7362217 0.17928886 -1.7751571 -0.0031402753
2587000 -0.48323757 1.0505945 -2.8566745 -0.39358575
2588000 -0.46807008 -0.69148069 -2.2868113 1.5471827
2589000 -1.2699394 0.43821398 -2.9065451 2.899308
2590000 -1.6951403 1.4288407 0.013080617 1.2038691
2591000 -2.811974 1.1390392 1.4544993 -1.4718545
2592000 -1.8659929 -1.9648405 0.78633653 -0.68306839
2593000 -2.941692 1.2021248 1.2284461 -3.0366277
2594000 -3.1245642 1.3649436 0.98344416 -2.921879
2595000 -2.4863913 -2.5541111 0.15412235 0.098438933
2596000 -1.8179877 -0.079884188 0.85906364 -2.5355319
2597000 -1.0697452 0.11941896 0.21574923 -0.66950978
2598000 1.1167216 0.18321891 0.44374755 -0.67697357
2599000 1.2912988 -1.097191 1.5039876 -0.44384661
2600000 1.1954144 -1.1274539 1.6000721 -0.8017267
2601000 0.22492547 0.6193562 1.0683121 -0.052827893
2602000 -0.62648547 1.8888291 0.54036312 0.22251905
2603000 -0.86944744 1.9873205 1.4104932 1.2437032
2604000 -0.51805496 1.7050081 -1.8822651 2.1132275
2605000 1.0392616 -1.3304673 -0.61262193 -3.1273423
2606000 1.8123903 0.093253357 -1.7764616 1.5404337
2607000 1.4646152 -1.1300836 -1.4600189 -2.5576915
2608000 0.41975096 -0.60030734 -2.1020291 2.0350034
2609000 -0.67960023 0.022058978 -1.274915 2.8661949
2610000 -1.0769772 2.1813951 -1.5386188 1.0109849
2611000 -2.7885779 -1.5659246 1.1208863 -1.455518
2612000 -2.7510385 1.9314397 0.82467642 -2.6445728
2613000 1.2861289 2.0914519 0.72618875 -0.55580951
2614000 1.0024379 -0.96453581 1.7758966 -0.63811688
2615000 -1.5784159 0.4532442 1.1171657 2.9673053
2616000 -0.82004428 -0.67307031 -0.27386587 -0.24047566
2617000 0.64377607 -0.79680146 -1.9461342 -0.54756915
2618000 1.0604619 -0.37535953 -0.39802428 2.1995209
2619000 1.0546575 -1.0292521 -0.75485247 -2.9559488
2620000 0.050325806 -0.54375274 -1.3395478 2.468823
2621000 0.63500745 0.45032795 -3.03771 -1.8744068
2622000 1.3543436 0.11389203 -0.86009885 0.8097671
2623000 -0.36105533 -1.4846633 -1.1690854 1.1215096
2624000 -0.54807832 1.0798996 -0.8310242 2.6050303
2625000 -2.278436 1.9585581 -3.075887 -1.8650819
2626000 -1.3790006 -3.1363733 -2.1123337 1.3070934
2627000 -1.025707 -0.76495279 -2.4534927 -0.96216345
2628000 -1.8523486 2.9478944 0.99516118 3.114667
2629000 -1.2954424 2.7939993 1.1548548 -0.54720551
2630000 -2.9856375 -2.995509 0.71633433 -2.8754466
2631000 -1.3091087 0.79296072 1.1520956 0.49925212
2632000 1.0585017 -0.78432496 0.69692041 1.6255298
2633000 1.206463 -1.3601062 0.90610811 1.7889546
2634000 1.0414002 -0.92261568 1.1599534 1.6047858
2635000 0.84877956 -1.1252808 1.219709 1.4826878
2636000 0.98240932 -1.4649167 -1.8245179 3.0567441
2637000 1.2184184 -1.5682969 2.9380256 2.1354582
2638000 1.0807854 -1.8897574 2.9474897 1.5068568
2639000 0.43669901 -0.73887472 -1.8969599 -2.7142574
2640000 -1.4486601 0.72098148 2.4815983 1.9453571
2641000 0.67243502 -2.3233217 -1.0078018 -0.28592072
2642000 0.16331439 -0.15526421 -0.8418207 2.4907166
2643000 -1.5992226 -2.5307859 -1.5644817 2.8994197
2644000 -0.6387697 -0.38464954 -1.0676456 1.13743
2645000 0.97462556 -2.7292219 -1.1040111 1.102024
2646000 0.84574333 -1.3974334 -1.032357 -0.40304478
2647000 1.2274712 0.13927414 -1.9042764 -0.50623204
2648000 1.4960936 0.18876865 -1.3667673 0.71519896
2649000 0.81190401 -0.45272365 -0.035650324 1.9237683
2650000 0.72860609 0.053497274 -3.105797 -1.9707483
2651000 -1.4362185 0.22749164 -1.8400015 1.0237086
2652000 -2.6506442 -3.1367739 -0.85221129 -0.19155619
2653000 -1.17062 0.32612738 -0.88130932 0.22657231
2654000 0.15471257 0.92386093 -2.599142 0.54223513
2655000 1.2207282 -0.33026768 -0.76747612 1.2187756
2656000 0.76897344 1.1517539 -1.1802844 -2.9945682
2657000 2.7613104 2.5615227 -1.8111341 0.87528108
2658000 -2.3872585 1.1704877 -2.5082221 0.58913852
2659000 -2.8337544 -2.5681262 -1.0263994 -2.5155453
2660000 -2.4560675 2.2894165 2.7692814 -0.34278801
2661000 -2.9783515 -0.15255615 0.70607551 -1.3104887
2662000 0.12450384 0.65173437 1.2825858 0.06346419
2663000 0.66508016 1.0457364 0.51673531 0.46083345
2664000 0.63193513 1.0056291 0.4698957 0.66787327
2665000 0.30911418 1.091333 1.2819418 -0.1306869
2666000 -1.0737586 1.8287161 1.9394905 0.20342098
2667000 -1.5861733 1.0141214 1.7781957 0.42549829
